,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Height,Screen Width,Cpu GHz,Cpu Name,Memory Type,Memory Size,CPU Company,Has GPU
243,Gaming,15.6,8.0,Windows 10,2.56,46833.12,1080,1920,2.5,Intel,SSD,256,Intel,1
244,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,57489.12,1080,1920,2.7,Intel,SSD,256,Intel,0
245,Notebook,15.6,8.0,Windows 10,2.2,52480.8,1080,1920,1.8,Intel,Both,2176,Intel,1
246,Notebook,15.6,8.0,Windows 10,2.04,29783.52,768,1366,2.5,Intel,HDD,1024,Intel,0
247,Gaming,17.3,16.0,Windows 10,3.6,159786.72,1080,1920,2.9,Intel,SSD,256,Intel,1
248,Notebook,13.3,4.0,Windows 10,1.49,35964.0,1080,1920,1.6,Intel,HDD,500,Intel,0
249,Ultrabook,13.3,8.0,macOS,1.37,108691.2,1600,2560,3.1,Intel,SSD,512,Intel,0
250,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,43636.32,1080,1920,1.8,Intel,HDD,1024,Intel,0
251,Gaming,17.3,16.0,Windows 10,4.3,95850.72,1080,1920,2.8,Intel,Both,1280,Intel,1
252,Notebook,15.6,4.0,Windows 10,1.68,24988.32,768,1366,3.0,AMD,HDD,1024,AMD,1
253,2 in 1 Convertible,13.9,8.0,Windows 10,1.37,98514.72,1080,1920,1.8,Intel,SSD,512,Intel,0
254,Notebook,17.3,4.0,Windows 10,3.0,37402.56,1080,1920,2.7,Intel,SSD,256,Intel,1
255,Ultrabook,13.3,8.0,Windows 10,1.41,50562.72,1080,1920,1.6,Intel,SSD,256,Intel,0
256,Notebook,15.6,8.0,Windows 10,1.91,23757.552,768,1366,2.5,AMD,SSD,128,AMD,1
257,Notebook,17.3,16.0,Windows 10,2.9,56423.52,1080,1920,1.8,Intel,HDD,1024,Intel,1
258,Gaming,17.3,16.0,Windows 10,4.14,133146.72,1080,1920,2.8,Intel,Both,1536,Intel,1
259,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,90522.72,1080,1920,2.8,Intel,SSD,512,Intel,1
260,Notebook,17.3,8.0,Windows 10,2.8,60845.76,1080,1920,1.8,Intel,Both,1152,Intel,1
261,Notebook,15.6,4.0,No OS,2.2,23656.32,1080,1920,2.0,Intel,SSD,256,Intel,0
262,Notebook,15.6,4.0,Windows 10,2.1,38468.16,1080,1920,1.6,Intel,HDD,500,Intel,0
263,Notebook,15.6,4.0,Windows 10,2.18,35004.96,1080,1920,2.5,Intel,HDD,1024,Intel,0
264,Notebook,15.6,8.0,Windows 10,2.24,30103.2,1080,1920,2.5,Intel,HDD,1024,Intel,1
265,2 in 1 Convertible,15.6,8.0,Windows 10,2.67,42570.72,1080,1920,1.6,Intel,SSD,256,Intel,0
266,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,79866.72,1080,1920,1.8,Intel,SSD,1024,Intel,0
267,Notebook,15.6,4.0,No OS,2.2,24881.76,1080,1920,2.5,Intel,HDD,1024,Intel,0
268,Notebook,17.3,8.0,Windows 10,2.5,54239.04,1080,1920,1.8,Intel,HDD,1024,Intel,1
269,Notebook,15.6,8.0,Windows 10,2.05,46886.4,1080,1920,1.8,Intel,SSD,256,Intel,0
270,Ultrabook,13.3,8.0,macOS,1.37,104370.192,1600,2560,2.9,Intel,SSD,512,Intel,0
271,Gaming,17.3,16.0,Windows 10,3.2,82530.72,1080,1920,3.0,AMD,Both,1280,AMD,1
272,Notebook,15.6,8.0,Linux,2.14,39164.5296,1080,1920,1.8,Intel,SSD,256,Intel,1
273,2 in 1 Convertible,14.0,16.0,Windows 10,1.36,133146.72,1440,2560,2.6,Intel,SSD,512,Intel,0
274,Notebook,15.6,8.0,Windows 10,2.2,43263.36,768,1366,2.5,Intel,HDD,500,Intel,1
275,Notebook,15.6,12.0,Windows 10,2.3,37992.3696,768,1366,2.7,Intel,HDD,1024,Intel,0
276,Notebook,17.3,8.0,Linux,2.8,58554.72,1080,1920,1.8,Intel,Both,1152,Intel,1
277,Notebook,15.6,8.0,Windows 10,2.2,39693.6,1080,1920,1.8,Intel,HDD,1024,Intel,1
278,Notebook,17.3,4.0,Windows 10,2.8,26053.92,900,1600,2.0,Intel,HDD,1024,Intel,0
279,Notebook,17.3,8.0,No OS,2.8,45234.72,1080,1920,1.8,Intel,HDD,2048,Intel,1
280,Notebook,17.3,6.0,Windows 10,2.8,45767.52,900,1600,2.7,Intel,Both,1152,Intel,1
281,Notebook,15.6,4.0,Linux,2.25,22803.84,1080,1920,2.0,Intel,HDD,1024,Intel,1
282,Gaming,15.6,8.0,Windows 10,2.5,44169.12,1080,1920,2.5,Intel,SSD,256,Intel,1
283,Notebook,15.6,6.0,Windows 10,2.2,30849.12,1080,1920,2.5,Intel,SSD,256,Intel,0
284,Notebook,15.6,8.0,Windows 10,3.0,50669.28,1080,1920,1.8,Intel,SSD,256,Intel,1
285,Notebook,15.6,12.0,Windows 10,2.15,35111.52,1080,1920,2.7,Intel,HDD,1024,Intel,0
286,Notebook,15.6,8.0,Windows 10,1.95,58448.16,1080,1920,2.7,Intel,SSD,256,Intel,0
287,Ultrabook,15.6,8.0,Windows 10,1.7,52054.56,1080,1920,2.5,Intel,SSD,256,Intel,1
288,Gaming,15.6,16.0,Windows 10,2.5,62817.12,1080,1920,2.8,Intel,Both,1280,Intel,1
289,Notebook,15.6,8.0,No OS,2.2,35112.0528,1080,1920,2.7,Intel,HDD,1024,Intel,1
290,Notebook,15.6,2.0,Chrome OS,2.19,10602.72,768,1366,1.5,Intel,SSD,16,Intel,0
291,Gaming,17.3,8.0,Windows 10,3.0,63243.36,1080,1920,2.8,Intel,HDD,1024,Intel,1
292,Notebook,17.3,8.0,Windows 10,2.54,26053.92,900,1600,2.0,Intel,HDD,1024,Intel,0
293,Notebook,15.6,8.0,Windows 10,2.0,97449.12,1080,1920,2.8,Intel,SSD,256,Intel,1
294,Notebook,15.6,8.0,Windows 10,2.05,39373.92,1080,1920,1.6,Intel,SSD,256,Intel,0
295,Gaming,15.6,8.0,Windows 10,3.2,69210.72,1080,1920,2.8,Intel,HDD,1024,Intel,1
296,Notebook,15.6,8.0,Linux,2.5,52161.12,1080,1920,2.8,Intel,SSD,256,Intel,1
297,Workstation,17.3,16.0,Windows 10,3.42,153705.3408,1080,1920,2.9,Intel,SSD,256,Intel,1
298,Notebook,15.6,6.0,Windows 10,2.4,26586.72,1080,1920,2.4,AMD,HDD,1024,AMD,1
299,Ultrabook,15.6,16.0,Windows 10,1.63,78215.04,1080,1920,2.7,Intel,SSD,512,Intel,1
300,Notebook,14.0,4.0,Windows 10,1.3,27119.52,768,1366,2.4,Intel,SSD,128,Intel,0
301,Gaming,17.3,16.0,Windows 10,2.9,113060.16,1080,1920,2.8,Intel,Both,1280,Intel,1
302,Notebook,17.3,6.0,Windows 10,2.8,34578.72,900,1600,2.5,Intel,HDD,1024,Intel,1
303,Notebook,15.6,8.0,No OS,2.2,29250.72,768,1366,2.5,Intel,HDD,2048,Intel,1
304,Gaming,15.6,8.0,Windows 10,2.5,67399.2,1080,1920,2.8,Intel,Both,1152,Intel,1
305,Notebook,15.6,4.0,No OS,2.2,19180.2672,768,1366,1.1,Intel,HDD,1024,Intel,0
306,2 in 1 Convertible,13.3,16.0,Windows 10,1.28,105228.0,1080,1920,2.8,Intel,SSD,256,Intel,0
307,Notebook,15.6,8.0,Windows 10,2.2,55571.04,1080,1920,2.5,Intel,SSD,256,Intel,1
308,Notebook,15.6,8.0,Windows 10,2.3,43636.32,1080,1920,2.5,Intel,Both,1152,Intel,1
309,Notebook,15.6,4.0,Windows 10,1.86,24988.32,1080,1920,2.0,Intel,HDD,1024,Intel,0
310,Notebook,13.3,8.0,Windows 10,1.1,53226.72,1080,1920,2.5,Intel,SSD,256,Intel,0
311,Ultrabook,13.3,16.0,Windows 10,1.21,133146.72,2160,3840,1.8,Intel,SSD,1024,Intel,0
312,Gaming,15.6,16.0,Windows 10,2.8,111834.72,1080,1920,2.8,Intel,Both,1280,Intel,1
313,Notebook,15.6,8.0,Windows 10,2.23,24988.32,1080,1920,2.2,AMD,SSD,256,AMD,1
314,2 in 1 Convertible,11.6,2.0,Windows 10,1.1,14652.0,768,1366,1.1,Intel,Flash Storage,32,Intel,0
315,Notebook,15.6,8.0,Windows 10,2.33,44968.32,1080,1920,1.6,Intel,Both,1152,Intel,1
316,2 in 1 Convertible,13.3,16.0,Windows 10,1.29,130482.72,2160,3840,1.8,Intel,SSD,1024,Intel,0
317,Notebook,13.3,4.0,Chrome OS,1.45,24503.472,768,1366,1.6,Intel,Flash Storage,16,Intel,0
318,Notebook,14.0,8.0,Windows 10,1.95,52214.4,1080,1920,2.5,Intel,SSD,256,Intel,0
319,Notebook,11.6,4.0,Windows 10,1.4,25840.8,768,1366,1.6,Intel,Flash Storage,128,Intel,0
320,Notebook,14.0,8.0,Windows 10,1.48,68837.76,1080,1920,2.7,Intel,SSD,256,Intel,0
321,Notebook,17.3,4.0,Windows 10,2.79,31381.92,900,1600,2.5,Intel,HDD,1024,Intel,1
322,Notebook,14.0,8.0,Windows 10,2.0,58288.32,1080,1920,2.7,Intel,SSD,256,Intel,0
323,Notebook,15.6,8.0,Windows 10,2.1,48058.56,768,1366,1.8,Intel,HDD,1024,Intel,0
324,Notebook,15.6,8.0,Windows 10,2.2,35111.52,768,1366,2.7,AMD,SSD,256,AMD,1
325,Notebook,14.0,4.0,Windows 10,1.44,15557.76,768,1366,1.1,Intel,Flash Storage,32,Intel,0
326,Notebook,15.6,6.0,Windows 10,2.23,29250.72,768,1366,2.5,Intel,HDD,1024,Intel,0
327,Ultrabook,15.6,8.0,Windows 10,1.7,55938.672,1080,1920,2.7,Intel,SSD,256,Intel,1
328,Ultrabook,12.5,8.0,Windows 10,1.26,71128.8,1080,1920,2.7,Intel,SSD,256,Intel,0
329,Notebook,15.6,32.0,Windows 10,2.06,140605.91999999998,2160,3840,2.8,Intel,SSD,1024,Intel,1
330,Gaming,17.3,8.0,Windows 10,2.7,63882.72,1080,1920,2.8,Intel,Both,1280,Intel,1
331,Notebook,15.6,8.0,Windows 10,2.0,50243.04,1080,1920,2.5,Intel,SSD,256,Intel,0
332,Notebook,14.0,8.0,Windows 10,2.0,71075.52,1080,1920,2.7,Intel,Both,1280,Intel,0
333,Notebook,15.6,4.0,Windows 10,1.85,23922.72,1080,1920,2.0,Intel,HDD,1024,Intel,0
334,Gaming,15.6,8.0,Windows 10,2.5,53226.72,1080,1920,2.8,Intel,SSD,256,Intel,1
335,Notebook,14.0,8.0,Windows 10,1.48,67559.04,1080,1920,2.6,Intel,SSD,256,Intel,0
336,Ultrabook,15.6,8.0,Windows 10,1.9,55890.72,1080,1920,1.6,Intel,Both,1152,Intel,1
337,Notebook,15.6,8.0,Windows 10,1.84,60952.32,1080,1920,2.5,Intel,SSD,256,Intel,0
338,Notebook,15.6,4.0,Linux,2.0,14651.4672,768,1366,1.1,Intel,HDD,1024,Intel,0
339,Notebook,15.6,8.0,Windows 10,2.0,60885.72,1080,1920,1.6,Intel,SSD,256,Intel,1
340,Notebook,15.6,4.0,Linux,2.2,14646.672,768,1366,1.6,Intel,HDD,500,Intel,0
341,Notebook,15.6,12.0,Windows 10,2.2,47898.72,1080,1920,3.6,AMD,HDD,2048,AMD,1
342,Notebook,15.6,8.0,Windows 10,2.1,38148.48,1080,1920,2.4,Intel,HDD,1024,Intel,1
343,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,111834.72,2160,3840,1.8,Intel,SSD,512,Intel,0
344,Ultrabook,13.3,8.0,Windows 10,1.2,84129.12,1080,1920,1.8,Intel,SSD,256,Intel,0
345,Gaming,15.6,16.0,Windows 10,2.4,60153.12,1080,1920,2.8,Intel,Both,2304,Intel,1
346,Notebook,14.0,2.0,Windows 10,1.44,14865.12,768,1366,1.6,Intel,Flash Storage,32,Intel,0
347,Ultrabook,15.6,16.0,Windows 10,1.88,85672.1088,1080,1920,1.9,Intel,SSD,768,Intel,0
348,2 in 1 Convertible,11.6,4.0,Windows 10,1.5,19980.0,768,1366,1.1,Intel,Flash Storage,32,Intel,0
349,Ultrabook,15.6,8.0,Windows 10,1.9,35324.64,1080,1920,1.6,Intel,HDD,1024,Intel,1
350,Notebook,15.6,16.0,Windows 10,2.06,108020.9376,2160,3840,2.8,Intel,SSD,512,Intel,1
351,Notebook,15.6,8.0,Windows 10,1.84,69477.12,1080,1920,2.7,Intel,SSD,256,Intel,0
352,Gaming,17.3,8.0,Windows 10,2.7,75071.52,1080,1920,2.8,Intel,Both,1152,Intel,1
353,Workstation,15.6,8.0,Windows 10,2.6,92615.0256,1080,1920,2.8,Intel,SSD,256,Intel,1
354,Notebook,15.6,16.0,Windows 10,2.4,74751.84,1080,1920,2.5,Intel,SSD,512,Intel,1
355,Notebook,15.6,8.0,Windows 10,2.02,51729.55199999999,1080,1920,1.8,Intel,Both,2176,Intel,1
356,Notebook,15.6,4.0,No OS,2.2,17155.627200000003,768,1366,1.1,Intel,HDD,1024,Intel,0
357,Gaming,15.6,8.0,Windows 10,2.65,53226.72,1080,1920,2.5,Intel,HDD,1024,Intel,1
358,Notebook,15.6,8.0,Windows 10,2.36,29696.6736,768,1366,2.5,Intel,HDD,2048,Intel,0
359,Notebook,14.0,8.0,Windows 10,1.36,76030.56,1080,1920,2.6,Intel,SSD,256,Intel,0
360,Notebook,15.6,4.0,Windows 10,1.86,23389.92,768,1366,2.0,Intel,HDD,500,Intel,0
361,Notebook,14.0,8.0,Windows 10,2.0,50349.6,1080,1920,2.5,Intel,SSD,256,Intel,0
362,Notebook,17.3,6.0,Windows 10,2.8,38308.32,900,1600,2.5,Intel,Both,1152,Intel,1
363,Notebook,15.6,8.0,Windows 10,1.86,34045.92,1080,1920,2.5,Intel,HDD,1024,Intel,0
364,Notebook,15.6,8.0,No OS,2.2,26586.72,768,1366,2.0,Intel,SSD,256,Intel,1
365,Notebook,15.6,8.0,Windows 10,2.04,20725.92,768,1366,1.6,Intel,HDD,2048,Intel,0
366,Notebook,17.3,8.0,Windows 10,2.8,57808.8,1080,1920,1.6,Intel,Both,1152,Intel,1
367,Gaming,15.6,8.0,No OS,2.4,43103.52,1080,1920,2.5,Intel,Both,1152,Intel,1
368,Notebook,15.6,8.0,Windows 10,2.33,47898.72,1080,1920,2.7,Intel,SSD,256,Intel,1
369,Ultrabook,14.0,8.0,Windows 10,1.36,93240.0,1080,1920,2.7,Intel,SSD,256,Intel,0
370,2 in 1 Convertible,15.6,12.0,Windows 10,2.26,58554.72,1080,1920,2.7,Intel,Both,2560,Intel,1
371,Notebook,15.6,4.0,Windows 10,2.1,22697.28,768,1366,3.0,AMD,SSD,128,AMD,1
372,Gaming,17.3,16.0,Windows 10,3.25,117162.72,1080,1920,3.0,AMD,Both,1280,AMD,1
373,Notebook,17.3,4.0,Windows 10,2.6,26053.92,900,1600,2.2,AMD,SSD,128,AMD,1
374,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,46300.85279999999,1080,1920,1.8,Intel,SSD,256,Intel,0
375,Notebook,15.6,4.0,Windows 10,1.91,26053.3872,1080,1920,3.0,AMD,SSD,256,AMD,1
376,Netbook,11.6,4.0,Windows 10,1.59,29463.84,768,1366,1.1,Intel,SSD,128,Intel,0
377,Notebook,15.6,4.0,Windows 10,1.8,16463.52,768,1366,1.6,Intel,HDD,500,Intel,0
378,Notebook,14.0,4.0,Windows 10,1.5,15238.08,768,1366,1.1,Intel,Flash Storage,32,Intel,0
379,Notebook,15.6,8.0,Linux,2.4,45074.88,1080,1920,2.8,Intel,HDD,1024,Intel,1
380,Gaming,17.3,8.0,Windows 10,3.35,63456.48,1080,1920,2.8,Intel,Both,1152,Intel,1
381,Notebook,15.6,4.0,No OS,1.85,21498.48,1080,1920,2.0,Intel,SSD,128,Intel,0
382,Gaming,15.6,8.0,Windows 10,2.3,88178.4,1080,1920,2.8,Intel,Both,1152,Intel,1
383,Notebook,14.0,8.0,Windows 10,1.5,58554.72,1080,1920,2.5,Intel,SSD,256,Intel,1
384,Ultrabook,13.3,16.0,Windows 10,1.1,93181.392,1080,1920,2.7,Intel,SSD,512,Intel,0
385,Ultrabook,14.0,8.0,Windows 10,1.13,121584.96,1440,2560,2.7,Intel,SSD,512,Intel,0
386,Notebook,13.3,4.0,Windows 10,1.5,29250.72,1080,1920,2.4,Intel,SSD,128,Intel,0
387,Workstation,15.6,8.0,Windows 10,2.23,72940.31999999999,1080,1920,2.6,Intel,HDD,500,Intel,1
388,Workstation,15.6,8.0,Windows 10,2.0,113752.8,1080,1920,2.7,Intel,SSD,256,Intel,1
389,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,133679.52,1440,2560,2.7,Intel,SSD,512,Intel,0
390,Gaming,17.3,8.0,Windows 10,3.0,55357.92,1080,1920,2.8,Intel,HDD,1024,Intel,1
391,Gaming,17.3,16.0,Windows 10,3.0,84768.48,1080,1920,2.8,Intel,Both,1280,Intel,1
392,Notebook,15.6,12.0,Windows 10,2.2,36975.7872,768,1366,1.6,Intel,HDD,1024,Intel,1
393,Gaming,17.3,8.0,Windows 10,2.7,71874.72,1080,1920,2.8,Intel,SSD,256,Intel,1
394,Notebook,15.6,8.0,Linux,2.33,41498.1936,1080,1920,2.7,Intel,SSD,256,Intel,1
395,Ultrabook,15.6,4.0,Windows 10,1.91,26586.72,1080,1920,3.0,AMD,SSD,256,AMD,1
396,Notebook,15.6,8.0,Windows 10,2.1,65510.9568,1080,1920,1.8,Intel,SSD,256,Intel,1
397,Notebook,14.0,8.0,Windows 10,1.9,49976.64,1080,1920,2.5,Intel,SSD,256,Intel,0
398,Workstation,15.6,8.0,Windows 10,1.78,144495.36,2160,3840,2.8,Intel,SSD,256,Intel,1
399,Ultrabook,14.0,16.0,Windows 10,1.13,139860.0,1440,2560,2.7,Intel,SSD,1024,Intel,0
400,Notebook,15.6,4.0,Windows 10,2.2,16303.68,768,1366,1.1,Intel,HDD,1024,Intel,0
401,Gaming,17.3,16.0,Windows 10,2.9,81465.12,1080,1920,2.8,Intel,Both,1280,Intel,1
402,Notebook,15.6,8.0,Windows 10,2.1,60978.96,1080,1920,1.6,Intel,Both,1280,Intel,1
403,Notebook,15.6,8.0,Linux,2.5,46833.12,1080,1920,2.8,Intel,SSD,256,Intel,1
404,Gaming,17.3,16.0,Windows 10,2.8,119826.72,1080,1920,2.8,Intel,Both,1280,Intel,1
405,Ultrabook,14.0,8.0,Windows 10,1.1,99793.44,1080,1920,2.7,Intel,SSD,512,Intel,0
406,Ultrabook,13.3,16.0,Windows 10,1.2,93080.16,1080,1920,2.5,Intel,SSD,512,Intel,0
407,Ultrabook,14.0,8.0,Windows 10,1.36,89510.4,1080,1920,2.8,Intel,SSD,512,Intel,0
408,Notebook,15.6,4.0,Windows 10,2.2,21791.52,1080,1920,2.0,Intel,HDD,500,Intel,0
409,Notebook,11.6,2.0,Windows 10,1.15,16221.096,768,1366,1.1,Intel,Flash Storage,32,Intel,0
410,Workstation,15.6,8.0,Windows 10,2.67,102564.0,1080,1920,2.8,Intel,SSD,512,Intel,1
411,Ultrabook,14.0,8.0,Windows 10,1.7,103523.04,1440,2560,2.8,Intel,SSD,512,Intel,1
412,Notebook,15.6,4.0,Windows 10,2.1,24988.32,1080,1920,2.0,Intel,HDD,1024,Intel,1
413,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,42038.4528,1080,1920,2.5,Intel,SSD,256,Intel,0
414,2 in 1 Convertible,13.3,8.0,Windows 10,1.27,49443.84,1080,1920,2.5,Intel,SSD,256,Intel,0
415,Notebook,15.6,4.0,Linux,2.3,31909.392,1080,1920,2.5,Intel,SSD,256,Intel,1
416,Notebook,13.3,4.0,Windows 10,1.65,36709.92,768,1366,2.0,Intel,SSD,128,Intel,0
417,Ultrabook,14.0,8.0,Windows 10,1.43,79920.0,1080,1920,2.5,Intel,SSD,256,Intel,0
418,Notebook,15.6,8.0,Windows 10,2.14,28768.536,768,1366,2.5,Intel,HDD,1024,Intel,0
419,Ultrabook,14.0,8.0,Windows 10,1.75,64755.44640000001,1080,1920,1.8,Intel,SSD,256,Intel,1
420,2 in 1 Convertible,15.6,16.0,Windows 10,2.0,101178.72,2160,3840,2.8,Intel,SSD,512,Intel,1
421,Notebook,12.3,6.0,Windows 10,1.4,23922.72,1824,2736,1.1,Intel,Flash Storage,64,Intel,0
422,Notebook,15.6,8.0,Windows 10,2.31,76030.56,1080,1920,2.9,Intel,SSD,256,Intel,0
423,Notebook,15.6,8.0,Linux,2.3,31808.16,1080,1920,2.4,Intel,HDD,1024,Intel,1
424,Gaming,17.3,16.0,Windows 10,4.42,149130.72,1440,2560,2.9,Intel,Both,1280,Intel,1
425,Gaming,15.6,8.0,Windows 10,2.62,61751.52,1080,1920,2.8,Intel,Both,1152,Intel,1
426,Notebook,15.6,8.0,Windows 10,2.02,60867.072,1080,1920,1.8,Intel,Both,2304,Intel,1
427,Ultrabook,14.0,8.0,Linux,1.6,58554.72,1080,1920,2.8,Intel,SSD,256,Intel,0
428,Gaming,17.3,12.0,Windows 10,3.35,106506.72,1080,1920,2.8,Intel,Both,1280,Intel,1
429,2 in 1 Convertible,11.6,4.0,Windows 10,1.16,15930.72,1080,1920,1.1,Intel,SSD,32,Intel,0
430,Netbook,11.6,4.0,Chrome OS,1.15,14332.32,768,1366,1.6,Intel,Flash Storage,16,Intel,0
431,Notebook,13.3,8.0,Windows 10,1.4,53812.8,1080,1920,2.7,Intel,SSD,256,Intel,0
432,Notebook,14.0,4.0,Windows 10,1.7,31914.72,1080,1920,2.7,Intel,SSD,128,Intel,0
433,Workstation,15.6,16.0,Windows 10,2.3,130269.6,2160,3840,2.8,Intel,SSD,512,Intel,1
434,Notebook,15.6,16.0,Windows 10,2.5,130482.72,1080,1920,2.9,Intel,SSD,512,Intel,1
435,Gaming,17.3,8.0,Windows 10,3.2,90309.6,1080,1920,3.2,AMD,Both,1280,AMD,1
436,Notebook,15.6,4.0,Windows 10,2.1,18488.16,768,1366,1.6,Intel,HDD,500,Intel,0
437,Ultrabook,12.3,16.0,Chrome OS,1.1,117162.72,1600,2400,1.3,Intel,SSD,512,Intel,0
438,Ultrabook,14.0,24.0,Windows 10,1.32,126912.96,1440,2560,2.7,Intel,SSD,512,Intel,0
439,Notebook,15.6,4.0,Linux,2.0,29783.52,1080,1920,2.5,Intel,SSD,256,Intel,0
440,Notebook,17.3,8.0,Windows 10,2.8,27652.32,900,1600,2.5,AMD,HDD,1024,AMD,1
441,Notebook,15.6,4.0,Windows 10,2.2,39906.72,1080,1920,1.6,Intel,SSD,256,Intel,1
442,Ultrabook,12.5,8.0,Windows 10,1.36,76137.12,1080,1920,2.5,Intel,SSD,256,Intel,0
443,Notebook,15.6,4.0,Windows 10,2.2,18594.72,1080,1920,1.1,Intel,SSD,128,Intel,0
444,Gaming,15.6,8.0,Windows 10,2.2,58554.72,1080,1920,2.8,Intel,Both,1152,Intel,1
445,Notebook,14.0,8.0,Windows 10,1.64,62817.12,1080,1920,2.8,Intel,SSD,256,Intel,1
446,Notebook,15.6,4.0,Linux,2.4,23539.104,768,1366,2.5,Intel,HDD,500,Intel,0
447,Workstation,15.6,8.0,Windows 10,2.23,106187.04,1080,1920,3.0,Intel,Both,1088,Intel,1
448,Gaming,15.6,8.0,Windows 10,2.2,54757.9872,1080,1920,2.5,Intel,SSD,256,Intel,1
449,Ultrabook,13.5,16.0,Windows 10 S,1.25,137941.91999999998,1504,2256,2.5,Intel,SSD,512,Intel,0
450,Notebook,15.6,8.0,Windows 10,1.91,31381.92,768,1366,2.5,Intel,SSD,128,Intel,0
451,Workstation,15.6,16.0,Windows 10,2.17,105228.0,1080,1920,2.7,Intel,SSD,256,Intel,1
452,Workstation,15.6,8.0,Windows 10,2.31,81731.52,1080,1920,2.9,Intel,SSD,512,Intel,0
453,Notebook,14.0,8.0,Windows 10,1.65,71661.59999999999,1080,1920,2.5,Intel,SSD,256,Intel,0
454,Notebook,15.6,8.0,Windows 10,2.36,52161.12,1080,1920,1.8,Intel,Both,1152,Intel,1
455,2 in 1 Convertible,11.6,4.0,Windows 10,1.47,25521.12,768,1366,1.6,Intel,HDD,500,Intel,0
456,Notebook,17.3,8.0,Windows 10,4.42,109010.88,1080,1920,2.7,Intel,HDD,1024,Intel,1
457,Ultrabook,13.5,4.0,Windows 10 S,1.252,52693.92,1504,2256,2.2,Intel,SSD,128,Intel,0
458,Ultrabook,13.5,8.0,Windows 10 S,1.25,95850.72,1504,2256,2.5,Intel,SSD,256,Intel,0
459,Notebook,17.3,8.0,Windows 10,2.5,34093.872,900,1600,2.0,Intel,SSD,256,Intel,0
460,Notebook,15.6,4.0,Windows 10,2.23,28984.32,1080,1920,2.0,Intel,HDD,1024,Intel,1
461,Netbook,11.6,4.0,Windows 10,1.4,23176.8,768,1366,1.6,Intel,SSD,128,Intel,0
462,Notebook,15.6,8.0,Windows 10,2.37,39906.72,1080,1920,2.5,Intel,HDD,1024,Intel,0
463,Notebook,14.0,8.0,No OS,1.5,42570.72,1080,1920,2.7,Intel,SSD,512,Intel,1
464,Notebook,15.6,8.0,Windows 10,2.67,111355.2,1080,1920,2.9,Intel,SSD,256,Intel,1
465,Notebook,15.6,4.0,Windows 10,2.0,16197.12,768,1366,1.1,Intel,HDD,500,Intel,0
466,Notebook,15.6,4.0,Windows 10,2.2,24988.32,768,1366,2.0,Intel,HDD,500,Intel,1
467,Notebook,15.6,8.0,Windows 10,2.02,40439.52,1080,1920,1.6,Intel,HDD,2048,Intel,1
468,Gaming,17.3,12.0,Windows 10,3.78,90522.72,1080,1920,2.8,Intel,HDD,1024,Intel,1
469,Ultrabook,14.0,12.0,Windows 10,1.4,98994.24,1440,2560,2.6,Intel,SSD,256,Intel,0
470,2 in 1 Convertible,13.3,8.0,Windows 10,1.29,106506.72,2160,3840,1.8,Intel,SSD,512,Intel,0
471,Notebook,15.6,8.0,Windows 10,1.9,61485.12,1080,1920,2.5,Intel,HDD,500,Intel,1
472,Ultrabook,12.3,8.0,Chrome OS,1.1,67932.0,1600,2400,1.2,Intel,SSD,128,Intel,0
473,Ultrabook,13.3,8.0,Windows 10,1.42,98133.768,1080,1920,1.6,Intel,SSD,256,Intel,0
474,Notebook,15.6,12.0,Windows 10,2.06,69210.72,2160,3840,2.6,Intel,Both,1152,Intel,0
475,Notebook,14.0,8.0,Windows 10,1.79,39427.2,768,1366,2.3,Intel,SSD,128,Intel,0
476,Workstation,15.6,8.0,Windows 10,1.78,128298.24,1080,1920,2.8,Intel,SSD,256,Intel,1
477,Notebook,14.0,8.0,Windows 10,1.7,72673.92,1080,1920,2.5,Intel,SSD,180,Intel,0
478,Notebook,15.6,8.0,Windows 10,2.2,35964.0,1080,1920,1.6,Intel,HDD,1024,Intel,1
479,Notebook,13.3,8.0,Windows 10,1.05,89084.16,1080,1920,2.5,Intel,SSD,256,Intel,0
480,Notebook,15.6,8.0,Windows 10,2.16,67239.36,1080,1920,1.8,Intel,SSD,512,Intel,1
481,Notebook,15.6,4.0,Windows 10,2.18,31254.048,768,1366,2.4,Intel,HDD,1024,Intel,0
482,Notebook,13.3,4.0,Windows 10,1.49,38681.28,1080,1920,1.6,Intel,SSD,128,Intel,0
483,Notebook,15.6,4.0,Windows 10,1.89,13261.392000000002,1080,1920,1.44,Intel,Flash Storage,64,Intel,0
484,Notebook,15.6,4.0,Windows 10,2.3,30103.2,768,1366,2.0,Intel,SSD,128,Intel,0
485,Notebook,14.0,8.0,Windows 10,1.75,55890.72,1080,1920,1.6,Intel,SSD,256,Intel,0
486,Workstation,15.6,16.0,Windows 10,2.17,124568.64,1080,1920,2.7,Intel,SSD,512,Intel,1
