Username,Channel Name,Country,Url,Main topic,Main video category,Likes,Likes Avg.,Posts,Followers,Boost Index,Comments Avg.,Views Avg.,Avg. 1 Day,Avg. 3 Day,Avg. 7 Day,Avg. 14 Day,Avg. 30 Day,Engagement Rate,Engagement Rate (60 Days)
5.min.crafts,5-Minute Crafts GIRLY,US,https://www.instagram.com/5.min.crafts,Trailers,Trailers,1741363178.3336408,157499.2095441595,14519,46618064,85,342.39361505812883,1289001.7723726481,,9366.6,10678.333333333334,14290.64705882353,13925.666666666666,0.002579351192573438,0.0003402270209613582
vanessahudgens,vanessahudgens,US,https://www.instagram.com/vanessahudgens,Entertainment,Entertainment,2016023339.118616,636092.6530612245,4186,46343441,84,1561.7421746293246,2315649.7589285714,,414691.0,414691.0,269620.8,208674.4375,0.01042998780890089,0.004894514461021033
thv,thv,,https://www.instagram.com/thv,Gaming,Gaming,813389154.8653847,15538683.0,57,46328487,83,0.3076923076923077,24786355.333333332,,,13007870.0,13143209.8,13210996.555555556,0.3085183001322529,0.28622041083679756
harrystyles,harrystyles,US,https://www.instagram.com/harrystyles,,,2280382581.166667,4896516.5,578,46292534,57,61609.1875,7518271.0,2888035.0,2611946.5,2704044.0,2722518.8333333335,2975292.5,0.0871323265160957,0.07094465113931564
zayn,zayn,US,https://www.instagram.com/zayn,,Gaming & Apps,570193599.15,4713926.5,162,46197756,82,69133.05,8478669.75,,,4037963.0,4037963.0,3599999.5,0.07775148236210562,0.08435330132625779
larissamanoela,larissamanoela,BR,https://www.instagram.com/larissamanoela,Autos & Vehicles,Autos & Vehicles,2282083714.812734,579900.9357142857,5156,46091767,85,6269.2542134831465,948050.4761904762,108058.0,214328.33333333334,170630.33333333334,326550.6153846154,210933.53125,0.009754238137864924,0.0045884263535317955
haileybieber,haileybieber,,https://www.instagram.com/haileybieber,Entertainment,Entertainment,3245552048.296943,2012107.0,2060,45916230,85,217.9825327510917,3680907.695652174,,2243447.0,1785300.6666666667,1395563.5,1548866.5,0.03446428275493584,0.031652332724471474
thenotoriousmma,thenotoriousmma,US,https://www.instagram.com/thenotoriousmma,,,2653672984.197551,1137054.125,3106,45822094,82,4820.904489795918,3737464.061111111,,168568.0,253072.25,257922.4,296484.42424242425,0.018762904079818416,0.008648943620393465
daddyyankee,daddyyankee,PR,https://www.instagram.com/daddyyankee,Music,Music,10165902.715298885,650651.25,20,45807054,80,5624.246200607903,2122983.680094787,,,,730517.0,764615.5,0.011222317160279374,0.016831103687801885
travisscott,travisscott,US,https://www.instagram.com/travisscott,,,7290953698.340057,3014369.75,3154,45803997,78,12261.449567723343,5989754.571428572,,1127101.0,800849.0,1241751.0,1845443.5,0.050786911233044255,0.051356890867537565
natgeotravel,natgeotravel,US,https://www.instagram.com/natgeotravel,Travel & Events,Travel & Events,2573722223.9783726,189864.001376989,16939,45782549,82,455.881935826981,718632.8378378379,33334.5,34972.666666666664,46106.57142857143,47547.96428571428,48881.42622950819,0.0033304271321372295,0.0011634874339007826
nikefootball,nikefootball,US,https://www.instagram.com/nikefootball,Sports,Sports,562788296.0202019,431240.25,1797,45180601,85,903.1043771043771,699261.0222222222,64865.0,129687.0,143075.8,189492.5,175088.625,0.006958264800078262,0.00444662138469344
stephencurry30,stephencurry30,,https://www.instagram.com/stephencurry30,Nonprofits & Activism,Nonprofits & Activism,837440600.3534744,1090495.75,1037,44569769,84,3599.1480362537764,1722571.0526315789,,,1131963.0,891286.0,672278.3333333334,0.019264601159363726,0.012983009076664585
vancityreynolds,vancityreynolds,,https://www.instagram.com/vancityreynolds,Gaming,Gaming,775082274.2926829,1366929.0,678,44507303,86,5184.585365853659,2307511.0,,,1148011.0,1148011.0,1710696.5,0.026022528230811883,0.03260183717184254
luissuarez9,luissuarez9,,https://www.instagram.com/luissuarez9,Travel & Events,Travel & Events,627564857.530343,801790.5,961,44043371,85,3327.197889182058,1969051.2580645161,216088.0,216088.0,214295.0,255623.0,287933.6666666667,0.015129006271839681,0.009638125028861697
maisa,maisa,BR,https://www.instagram.com/maisa,Nonprofits & Activism,Nonprofits & Activism,620329319.2254733,564755.7333333333,1452,43950253,42,2424.5068846815834,1038532.7972027973,238759.0,1104109.5,1428235.3333333333,719729.4444444445,525544.1363636364,0.010315598989292098,0.011283848420777244
gusttavolima,gusttavolima,BR,https://www.instagram.com/gusttavolima,Shows,Shows,1831099285.9708107,476983.71428571426,4853,43727522,76,6853.556216216216,934089.0609318996,,309529.0,365223.0,370564.4,509534.75,0.008851176126280494,0.010194351811421415
hrithikroshan,hrithikroshan,CI,https://www.instagram.com/hrithikroshan,News & Politics,News & Politics,686194892.6461538,1615511.5,583,43427057,85,6873.607692307693,2896416.3243243243,,,1127068.0,1203815.6666666667,1738841.2,0.027432913074112542,0.03821729480584994
nickyjam,nickyjampr,CO,https://www.instagram.com/nickyjampr,,,3288653737.3675976,383991.925,11282,43340622,81,2543.3877094972067,1661245.9523809524,30032.0,57560.5,57560.5,152746.0,150392.0625,0.006808670224096401,0.0029729741310627568
jannatzubair29,jannatzubair29,,https://www.instagram.com/jannatzubair29,Fashion & Beauty,Fashion & Beauty,1685880942.9787233,1326973.625,1600,43312974,84,10851.721276595745,3320745.8113207547,,578404.0,688606.0,798620.8888888889,860484.6086956522,0.025079684811185395,0.020690962650966527
varundvn,varundvn,IN,https://www.instagram.com/varundvn,Trailers,Trailers,1608781966.3573265,1065018.25,1899,43215034,84,5572.776349614396,2897460.875,,,587374.0,416366.3333333333,503860.85714285716,0.02092785802160718,0.015428315593174338
brunamarquezine,brunamarquezine,US,https://www.instagram.com/brunamarquezine,Entertainment,Entertainment,2228615835.1585016,1002055.0,3016,43067731,84,7223.031700288185,2455963.2181818183,,863788.0,863788.0,863788.0,446550.6666666667,0.017398161877172122,0.009384194460582076
caradelevingne,caradelevingne,US,https://www.instagram.com/caradelevingne,,,2663835408.0,806313.0,4380,42991683,86,2654.309803921569,2510408.690265487,,160709.0,160709.0,160709.0,278436.4,0.014205583070692123,0.00914928175682503
buzzfeedtasty,buzzfeedtasty,ES,https://www.instagram.com/buzzfeedtasty,Travel & Events,Travel & Events,449259157.69769335,67247.14945736433,8617,42970746,85,454.87381275440976,1189325.8005780347,5123.5,7426.333333333333,8197.0,9341.557692307691,8959.894736842105,0.001226896889359563,0.0002834816507166727
kapilsharma,kapilsharma,,https://www.instagram.com/kapilsharma,Comedy,Comedy,536111112.0318472,664476.0,958,42000622,83,3186.9012738853503,2232735.654545455,,,,,364037.0,0.018015054197009956,0.011204072325977093
britneyspears,britneyspears,TR,https://www.instagram.com/britneyspears,,,1313666673.9965694,523267.0714285714,2998,41807497,80,9891.539451114922,6241768.775,,,106723.2,194049.0,503971.75,0.010751704432103807,0.011260947672899604
mariliamendoncacantora,mariliamendoncacantora,BR,https://www.instagram.com/mariliamendoncacantora,Music,Music,1105445671.9036365,1058071.0,1429,41681598,73,10442.049090909091,9808431.333333334,0.0,0.0,0.0,0.0,0.0,0.01881785884477243,0.00025062692056277867
badbunnypr,badbunnypr,,https://www.instagram.com/badbunnypr,Comedy,Comedy,42862260.26130653,3644587.5,16,41310397,83,58246.55778894472,8652812.673684211,,,7713443.0,7713443.0,5710268.5,0.06643484389436646,0.14626645469724808
dior,dior,,https://www.instagram.com/dior,Gaming,Gaming,765402952.2434306,88831.49753694581,9623,41223938,85,532.8151891423621,620189.5040322581,22188.333333333332,29181.846153846152,30234.464285714286,33972.56603773585,45682.43119266055,0.0019476090459729677,0.001560636018379915
norafatehi,norafatehi,AI,https://www.instagram.com/norafatehi,Comedy,Comedy,1660332210.9903536,1364004.6,1682,41161527,83,5436.9662379421225,5906504.053571428,,,536660.3333333334,570485.25,655721.6153846154,0.02425326923790569,0.02251566534422367
jenniferaniston,jenniferaniston,,https://www.instagram.com/jenniferaniston,Gaming,Gaming,332029898.79452056,4565592.5,98,40741767,85,36019.397260273974,12115309.363636363,,,544727.0,544727.0,544727.0,0.0841073660850652,0.01884053069385156
marinaruybarbosa,marinaruybarbosa,BR,https://www.instagram.com/marinaruybarbosa,,,907174427.3832335,586382.3333333334,2098,40573646,81,3469.9041916167666,712501.3181818182,0.0,0.0,0.0,0.0,0.0,0.010867680665332643,8.651627972459853e-05
addisonraee,addisonraee,,https://www.instagram.com/addisonraee,Gaming,Gaming,731206196.7218543,3150451.0,298,40402560,85,8362.427152317881,6400652.176470588,,1349907.0,1009004.0,1026147.1111111111,1214530.0,0.060823574620022684,0.033011664322450784
theweeknd,theweeknd,,https://www.instagram.com/theweeknd,News & Politics,News & Politics,582481085.3076923,1141438.6666666667,630,40223677,83,7543.174358974359,2212274.6666666665,,,,,2532971.0,0.023413028981537402,0.03967121394665104
ranveersingh,ranveersingh,CH,https://www.instagram.com/ranveersingh,Movies,Movies,1299747241.0809247,1015087.5,1738,40112340,85,3003.6199421965316,1188881.3623188406,,,236391.75,237287.2,328866.9285714286,0.018816311456048163,0.007575947058055856
andresiniesta8,andresiniesta8,ES,https://www.instagram.com/andresiniesta8,Fashion & Beauty,Fashion & Beauty,435955881.33676976,250762.07142857142,1977,39745058,85,715.553264604811,519624.85714285716,,68488.0,97259.25,217431.125,175277.8125,0.0055802417292508,0.004097960807330257
princessyahrini,princessyahrini,ID,https://www.instagram.com/princessyahrini,,,500962281.971831,118171.125,4455,39581466,81,692.5880102040817,912626.4666666667,0.0,0.0,0.0,0.0,0.0,0.002861134812776782,1.751415982643136e-05
liverpoolfc,liverpoolfc,GB,https://www.instagram.com/liverpoolfc,,,2871952205.5780487,346707.99613784906,9953,39515025,75,1254.344763271162,1128585.4583333333,78430.0,104614.4,142629.4090909091,146055.65384615384,146055.65384615384,0.007418180969620774,0.004200652923037039
teddysphotos,teddysphotos,US,https://www.instagram.com/teddysphotos,,,1368087378.1691022,738566.85,2301,39439449,80,4255.0751565762,1715096.5942028984,,93970.0,332434.0,286783.1666666667,251330.0,0.015654179116012742,0.007035403210383918
georginagio,georginagio,,https://www.instagram.com/georginagio,Fashion & Beauty,Fashion & Beauty,1323180383.5027027,2237436.0,726,39025459,74,7401.983783783784,7940965.584905661,,4551706.0,4019816.0,4022033.5,3193934.230769231,0.04735655732305463,0.0875705825799869
natashawilona12,natashawilona12,,https://www.instagram.com/natashawilona12,Fashion & Beauty,Fashion & Beauty,436264559.36927223,489665.375,1143,38846946,84,3433.455525606469,1621378.828125,102772.0,102772.0,274348.5,273239.0,218012.66666666666,0.00992399310060419,0.008757881192659907
ruben_onsu,ruben_onsu,ID,https://www.instagram.com/ruben_onsu,,,1399531905.457671,139324.50785773367,13440,38776943,75,763.7349029867015,474431.1769911504,8251.0,34620.71428571428,44411.5,52250.42424242424,52223.565217391304,0.0027383114291809354,0.0013029248315222404
mahi7781,mahi7781,,https://www.instagram.com/mahi7781,Gaming,Gaming,357039072.32,4054863.25,107,38747041,58,67652.64,16107512.2,0.0,0.0,0.0,0.0,0.0,0.08911267193392451,0.0017708230322919032
chrissyteigen,chrissyteigen,US,https://www.instagram.com/chrissyteigen,Entertainment,Entertainment,2402129939.8796487,631385.875,5078,38516696,79,3798.853279242732,4103189.972972973,,207509.16666666666,173582.55555555556,135266.38095238095,130093.67441860466,0.012565285022384144,0.005296936633152001
hm,hm,SE,https://www.instagram.com/hm,,,509792153.53813255,89143.59722222222,7234,38465468,83,280.13257305773345,553953.5636363636,7940.0,20035.5,32376.875,23677.70588235294,23883.025,0.0018397499407285715,0.0006758832387562216
wizkhalifa,wizkhalifa,US,https://www.instagram.com/wizkhalifa,,,128037637.85365854,402888.9,424,38459483,80,2102.0629011553274,1495132.5409836066,,133757.0,133757.0,131096.14285714287,144087.7142857143,0.008033600195038914,0.003780027492587756
j.m,j.m,,https://www.instagram.com/j.m,Gaming,Gaming,286856974.38095236,14124890.5,22,38138950,83,0.5238095238095238,,,,9539024.0,9539024.0,11269273.0,0.3456958842388448,0.2987771491484441
anushkasen0408,anushkasen0408,,https://www.instagram.com/anushkasen0408,Travel & Events,Travel & Events,2870711992.3594985,695413.1192307692,5203,37993409,85,5034.1755689735255,571228.0,460494.0,536469.3333333334,616656.6666666666,568987.1538461539,615201.8292682926,0.014705748966009527,0.017519270608606807
worldstar,worldstar,US,https://www.instagram.com/worldstar,Comedy,Comedy,11589242864.706415,157546.17819540395,99022,37818287,78,2493.1996207550424,1056851.689122807,35157.0,52582.8,74208.32051282052,72683.64864864865,71531.15126050421,0.0031664079556344847,0.001960937020647603
prattprattpratt,prattprattpratt,,https://www.instagram.com/prattprattpratt,Trailers,Trailers,496567005.0,813539.0,718,37405186,84,4914.890243902439,2052633.9122807018,,,,359794.0,445609.5,0.018849756882891384,0.009978711210981988
marvelstudios,marvelstudios,,https://www.instagram.com/marvelstudios,Trailers,Trailers,1315744018.1497731,594215.25,2593,37389526,83,1983.7201210287444,963850.054347826,,359538.3333333333,1049491.375,928507.2,832929.25,0.01438657105078547,0.01575663408604115
WesleySafadao,wesleysafadao,,https://www.instagram.com/wesleysafadao,,,1738634776.9264615,256129.7357142857,8842,37149804,80,7318.797611565054,992787.572815534,0.0,0.0,0.0,0.0,0.0,0.005562752826273182,0.0001996183992421397
parineetichopra,parineetichopra,,https://www.instagram.com/parineetichopra,Autos & Vehicles,Autos & Vehicles,506219083.8656388,505700.3333333334,1325,36973458,84,1639.3722466960353,852263.72,181106.0,158555.0,158555.0,235079.25,245650.16666666666,0.010461939932336333,0.006776970516173035
cznburak,cznburak,,https://www.instagram.com/cznburak,Trailers,Trailers,1267267484.755102,816501.0,1746,36935601,80,8524.293877551021,7053235.344827586,,479925.0,474966.0,471769.3333333333,605418.2,0.02320865793671521,0.018701114058019833
laudyacynthiabella,laudyacynthiabella,ID,https://www.instagram.com/laudyacynthiabella,Movies,Movies,44800588.1738149,172773.75,379,36677982,76,544.6907449209932,436724.4705882353,49424.0,49424.0,49424.0,19080.0,45644.666666666664,0.0032899407758276112,0.0012185594487517147
antogriezmann,antogriezmann,FR,https://www.instagram.com/antogriezmann,Sports,Sports,761349220.8709677,1132433.0,865,36381765,83,4322.974193548387,1699071.4736842106,,462168.0,241066.25,258233.85714285713,266970.2727272727,0.024641052522677693,0.009418262833366458
gisel_la,gisel_la,,https://www.instagram.com/gisel_la,Sports,Sports,1107474383.0120482,152328.63333333333,9874,36318320,85,2451.686265060241,1081229.7558139535,,23381.0,36770.4,30533.090909090908,42558.391304347824,0.0031629555732285556,0.0022000861348019187
eminem,eminem,US,https://www.instagram.com/eminem,Music,Music,586990961.4861112,1093015.5,649,36182573,84,9202.00925925926,3104548.172839506,,,1137281.0,918847.0,786575.0,0.025279022377949045,0.0268908688929975
rkive,rkive,,https://www.instagram.com/rkive,Gaming,Gaming,1032974928.8039216,10938709.25,103,36005772,83,0.17647058823529413,,0.0,0.0,0.0,0.0,0.0,0.28251425068177627,4.971187329649839e-09
colesprouse,colesprouse,,https://www.instagram.com/colesprouse,,,2275210511.692308,2286897.5,1139,35979076,81,7860.226244343891,5765129.833333333,212535.5,258277.0,258277.0,371631.4,1387607.5714285714,0.05573962514326846,0.031209658934659868
nattinatasha,nattinatasha,CZ,https://www.instagram.com/nattinatasha,Music,Music,10093152.561676646,517671.2916666667,26,35925441,47,2717.1952095808383,1867592.9933774834,,,,492944.0,492944.0,0.010885650271277967,0.010441910372644426
mercedesbenz,mercedesbenz,VG,https://www.instagram.com/mercedesbenz,Autos & Vehicles,Autos & Vehicles,1583277041.4497042,197897.8542694497,9990,35833928,77,384.9082840236686,358159.51181102364,29792.8,38741.25,44650.153846153844,50835.53164556962,58994.36305732484,0.004442626826214863,0.0018171487571576692
tigerjackieshroff,tigerjackieshroff,IN,https://www.instagram.com/tigerjackieshroff,Sports,Sports,1753679130.6155462,1110818.8333333333,2071,35453527,83,6014.289915966387,2513956.4545454546,,,,,350053.0,0.024609820388767054,0.01698562359816525
barackobama,barackobama,US,https://www.instagram.com/barackobama,,,626015310.7476038,1130236.5,654,35433452,81,10506.670926517572,2135436.0303030303,,568619.0,332564.6666666667,412736.0,409610.3333333333,0.027317301253903362,0.014375357065220879
shahidkapoor,shahidkapoor,,https://www.instagram.com/shahidkapoor,Trailers,Trailers,1203629228.3171806,1294704.75,1139,35378098,82,5295.665198237885,3364583.409090909,,552046.0,734052.0,795631.25,795631.25,0.03433188071839112,0.025384222560062578
kimberly.loaiza,kimberly.loaiza,MX,https://www.instagram.com/kimberly.loaiza,Trailers,Trailers,1145993874.724719,2668449.0,586,35190427,78,30747.96629213483,6499614.011904762,,,462549.0,1414640.3333333333,1605446.0,0.05657787999620344,0.047807968463477686
sachintendulkar,sachintendulkar,,https://www.instagram.com/sachintendulkar,,,601358330.8399999,800379.5,995,35033518,76,2110.816,1898931.0,,603372.0,531235.6666666666,531235.6666666666,635379.7142857143,0.018466674832924364,0.020298136524436173
simoneses,simoneses,BR,https://www.instagram.com/simoneses,,,1594975621.1284401,425578.3333333333,4394,34784799,72,4539.766055045871,2380157.4444444445,,,357320.5,305093.6,247953.0,0.010601303761801502,0.006588126510116341
ivetesangalo,ivetesangalo,BR,https://www.instagram.com/ivetesangalo,Shows,Shows,1440246511.1825886,234006.2142857143,7555,34714162,84,3542.183500385505,1314483.7951807228,,69941.0,43746.5,54630.0,63001.0,0.005720328573746547,0.0021890525460217677
paollaoliveirareal,paollaoliveirareal,,https://www.instagram.com/paollaoliveirareal,Music,Music,1277858735.3266532,367804.97222222225,4544,34565086,84,3025.36539746159,1111841.5342465753,51188.0,54111.166666666664,109581.0,136755.29411764705,126819.32142857143,0.008254116483249552,0.005673466875711254
lunamaya,lunamaya,,https://www.instagram.com/lunamaya,Fashion & Beauty,Fashion & Beauty,442706842.6156218,145525.50595238095,4035,34486065,83,948.4511819116136,499199.453125,,62424.0,96535.33333333333,69638.6875,58397.58064516129,0.00321261245694431,0.002490952763771491
dannapaola,dannapaola,MX,https://www.instagram.com/dannapaola,,,2006585803.645631,1458303.625,1934,34446899,68,3327.8276699029125,2127755.433333333,,,,837285.0,838019.75,0.030553007506086367,0.02894544409800411
blakelively,blakelively,US,https://www.instagram.com/blakelively,,,242187868.36363634,3222808.5,112,34420991,80,9165.636363636364,7197748.0,,,,,3370864.0,0.0682388876283921,0.07466762829256678
toni.kr8s,toni.kr8s,,https://www.instagram.com/toni.kr8s,Nonprofits & Activism,Nonprofits & Activism,418010768.2925373,597179.75,931,34281435,83,2314.913432835821,1206603.9523809524,,,1086602.0,671331.3333333334,481886.2,0.014179845135482812,0.016836516647871082
adidasoriginals,adidasoriginals,,https://www.instagram.com/adidasoriginals,,,30673902.15587045,151286.6,259,34246782,83,667.1032388663967,427704.7,176516.0,100398.0,87087.25,83506.0,79206.0,0.0034338340306642352,0.0020140179342872672
disney,disney,US,https://www.instagram.com/disney,Movies,Movies,1195770920.0560071,185166.23412698414,7196,33912535,77,1053.8107497741644,667676.1785714285,,132230.5,140913.33333333334,126242.94871794872,130599.54430379746,0.005567755568881099,0.004430310072169189
shaymitchell,shaymitchell,US,https://www.instagram.com/shaymitchell,Science & Technology,Science & Technology,3597963223.20781,754879.925,6292,33777981,83,1958.3905160390516,2085853.5961538462,,615270.0,615270.0,615270.0,612827.0,0.01707342841886024,0.013127583968320315
khabib_nurmagomedov,khabib_nurmagomedov,RU,https://www.instagram.com/khabib_nurmagomedov,Sports,Sports,2603949930.1518073,693615.5178571428,4509,33561258,63,5063.583132530121,2562603.4852941176,144171.0,144171.0,251138.33333333334,209536.83333333334,399579.3888888889,0.01738533372595551,0.012053396429305144
bmw,bmw,DE,https://www.instagram.com/bmw,Autos & Vehicles,Autos & Vehicles,1738339147.1891525,232946.5344611529,9247,33536702,79,587.0275279367675,450255.34682080924,,67768.0,79598.5,76931.96428571429,84832.546875,0.00562703894913791,0.002972520376139586
zidane,zidane,FR,https://www.instagram.com/zidane,Gaming,Gaming,302244322.6981132,1059596.0,366,33177179,41,6400.405660377359,1691814.888888889,,999103.0,999103.0,999103.0,911822.2857142857,0.025347222329974304,0.02513613794942576
nancyajram,nancyajram,FR,https://www.instagram.com/nancyajram,Music,Music,1152414466.8027213,391202.1666666667,3810,33102343,81,3792.2086167800453,1283372.6764705882,,169947.0,169947.0,132337.66666666666,146928.11111111112,0.009285818871266973,0.004341241057644463
sonamkapoor,sonamkapoor,IN,https://www.instagram.com/sonamkapoor,Entertainment,Entertainment,991545174.0929394,264547.2055555556,4799,33043019,75,868.8948126801153,757543.6603773584,,,,153794.33333333334,237832.42857142858,0.006285161616034259,0.008842762455158854
luansantana,luansantana,BR,https://www.instagram.com/luansantana,,,112134316.2475756,205587.95833333334,714,33024460,79,4795.100969766116,528762.5225806452,,211062.33333333334,129386.125,193875.85714285713,182498.66666666666,0.005050464213100537,0.005091714946480112
danbilzerian,danbilzerian,CA,https://www.instagram.com/danbilzerian,Pets & Animals,Pets & Animals,2355851098.4615383,2044189.0,1372,32938902,84,24680.813186813186,21036525.384615384,,1079742.0,1079742.0,1079742.0,1079742.0,0.05303646297334198,0.033629333148934466
nickjonas,nickjonas,US,https://www.instagram.com/nickjonas,,,1364537398.0221932,744225.6666666666,2315,32906383,78,2191.0835509138383,1089024.303030303,,65526.0,65526.0,65526.0,339617.3333333333,0.017990061195536765,0.01076552723864179
gururandhawa,gururandhawa,US,https://www.instagram.com/gururandhawa,Education,Education,1039639259.1027155,637758.25,2140,32845959,83,3837.25147579693,2267250.602040816,,218212.0,232432.66666666666,307367.14285714284,289892.625,0.015256536790509475,0.00836533129967346
iambeckyg,iambeckyg,US,https://www.instagram.com/iambeckyg,,,1033749043.1782945,625421.4761904763,2270,32812027,71,1588.4186046511627,1020375.8085106383,,232931.0,300174.0,321817.6666666667,396257.9285714286,0.014030612547564611,0.016421778081952935
