season,year,month,hour,holiday,workingday,weather,temp,feel_temp,humidity,windspeed,count
Fall,2011,June,3,No,Tuesday,Clear Skies,26.240000000000002,28.79,0.89,6.0032,3
Fall,2011,June,4,No,Tuesday,Clear Skies,25.419999999999998,28.79,0.83,0.0,6
Fall,2011,June,5,No,Tuesday,Clear Skies,25.419999999999998,28.03,0.88,0.0,21
Fall,2011,June,6,No,Tuesday,Clear Skies,26.240000000000002,28.79,0.89,8.9981,116
Fall,2011,June,7,No,Tuesday,Clear Skies,27.060000000000002,31.06,0.74,7.0015,353
Fall,2011,June,8,No,Tuesday,Clear Skies,31.16,35.605,0.58,11.0014,481
Fall,2011,June,9,No,Tuesday,Clear Skies,31.16,35.605,0.58,11.0014,202
Fall,2011,June,10,No,Tuesday,Clear Skies,33.62,37.12,0.43,15.001299999999999,90
Fall,2011,June,11,No,Tuesday,Clear Skies,34.44,37.88,0.41,12.998,134
Fall,2011,June,12,No,Tuesday,Clear Skies,36.08,40.910000000000004,0.42,8.9981,149
Fall,2011,June,13,No,Tuesday,Clear Skies,36.9,42.425000000000004,0.42,0.0,136
Fall,2011,June,14,No,Tuesday,Clear Skies,37.72,43.94,0.4,16.997899999999998,155
Fall,2011,June,15,No,Tuesday,Clear Skies,37.72,43.94,0.4,11.0014,128
Fall,2011,June,16,No,Tuesday,Clear Skies,37.72,43.94,0.4,15.001299999999999,233
Fall,2011,June,17,No,Tuesday,Clear Skies,37.72,42.425000000000004,0.35,15.001299999999999,506
Fall,2011,June,18,No,Tuesday,Clear Skies,36.9,40.910000000000004,0.37,15.001299999999999,459
Fall,2011,June,19,No,Tuesday,Clear Skies,33.62,40.15,0.59,8.9981,384
Fall,2011,June,20,No,Tuesday,Clear Skies,32.800000000000004,39.395,0.63,8.9981,280
Fall,2011,June,21,No,Tuesday,Clear Skies,32.800000000000004,40.15,0.66,8.9981,202
Fall,2011,June,22,No,Tuesday,Clear Skies,31.16,37.12,0.75,11.0014,176
Fall,2011,June,23,No,Tuesday,Clear Skies,31.16,37.12,0.75,12.998,116
Fall,2011,June,0,No,Tuesday,Precipitation with Clouds,30.34,35.605,0.79,8.9981,47
Fall,2011,June,1,No,Tuesday,Clear Skies,30.34,35.605,0.79,7.0015,16
Fall,2011,June,2,No,Tuesday,Precipitation with Clouds,29.52,35.605,0.84,11.0014,6
Fall,2011,June,3,No,Tuesday,Precipitation with Clouds,29.52,35.605,0.84,7.0015,2
Fall,2011,June,4,No,Tuesday,Precipitation with Clouds,29.52,34.85,0.79,6.0032,6
Fall,2011,June,5,No,Tuesday,Precipitation with Clouds,28.7,33.335,0.84,0.0,20
Fall,2011,June,6,No,Tuesday,Precipitation with Clouds,29.52,35.605,0.84,6.0032,118
Fall,2011,June,7,No,Tuesday,Precipitation with Clouds,29.52,34.85,0.79,8.9981,314
Fall,2011,June,8,No,Tuesday,Precipitation with Clouds,31.16,36.364999999999995,0.7,7.0015,432
Fall,2011,June,9,No,Tuesday,Clear Skies,34.44,39.395,0.49,0.0,168
Fall,2011,June,10,No,Tuesday,Clear Skies,35.26,40.910000000000004,0.5,19.0012,94
Fall,2011,June,11,No,Tuesday,Clear Skies,36.9,42.425000000000004,0.42,15.001299999999999,118
Fall,2011,June,12,No,Tuesday,Clear Skies,37.72,42.425000000000004,0.35,12.998,140
Fall,2011,June,13,No,Tuesday,Clear Skies,36.9,40.910000000000004,0.37,6.0032,136
Fall,2011,June,14,No,Tuesday,Clear Skies,37.72,43.94,0.4,12.998,118
Fall,2011,June,15,No,Tuesday,Clear Skies,38.54,41.665,0.31,11.0014,104
Fall,2011,June,16,No,Tuesday,Clear Skies,37.72,41.665,0.33,8.9981,200
Fall,2011,June,17,No,Tuesday,Clear Skies,36.9,40.910000000000004,0.37,16.997899999999998,409
Fall,2011,June,18,No,Tuesday,Clear Skies,36.08,40.15,0.39,19.0012,466
Fall,2011,June,19,No,Tuesday,Precipitation with Clouds,34.44,37.12,0.39,22.0028,326
Fall,2011,June,20,No,Tuesday,Precipitation with Clouds,32.800000000000004,36.364999999999995,0.43,12.998,254
Fall,2011,June,21,No,Tuesday,Severe Weather,31.16,34.85,0.52,0.0,171
Fall,2011,June,22,No,Tuesday,Precipitation with Clouds,30.34,34.089999999999996,0.58,11.0014,153
Fall,2011,June,23,No,Tuesday,Precipitation with Clouds,30.34,34.85,0.57,11.0014,97
Fall,2011,June,0,No,Tuesday,Severe Weather,28.7,32.574999999999996,0.65,15.001299999999999,69
Fall,2011,June,1,No,Tuesday,Severe Weather,28.7,32.574999999999996,0.65,15.001299999999999,23
Fall,2011,June,2,No,Tuesday,Clear Skies,27.880000000000003,31.819999999999997,0.69,11.0014,13
Fall,2011,June,3,No,Tuesday,Clear Skies,27.880000000000003,31.819999999999997,0.69,11.0014,6
Fall,2011,June,4,No,Tuesday,Clear Skies,27.060000000000002,30.305,0.78,11.0014,4
Fall,2011,June,5,No,Tuesday,Clear Skies,27.060000000000002,30.305,0.78,11.0014,28
Fall,2011,June,6,No,Tuesday,Clear Skies,27.060000000000002,30.305,0.78,6.0032,104
Fall,2011,June,7,No,Tuesday,Clear Skies,29.52,34.089999999999996,0.66,7.0015,267
Fall,2011,June,8,No,Tuesday,Clear Skies,30.34,34.089999999999996,0.58,8.9981,452
Fall,2011,June,9,No,Tuesday,Clear Skies,31.16,34.85,0.55,0.0,213
Fall,2011,June,10,No,Tuesday,Clear Skies,31.98,35.605,0.52,0.0,111
Fall,2011,June,11,No,Tuesday,Clear Skies,33.62,37.88,0.46,0.0,153
Fall,2011,June,12,No,Tuesday,Clear Skies,34.44,37.88,0.44,8.9981,207
Fall,2011,June,13,No,Tuesday,Clear Skies,34.44,37.88,0.44,7.0015,189
Fall,2011,June,14,No,Tuesday,Clear Skies,35.26,38.635000000000005,0.39,0.0,165
Fall,2011,June,15,No,Tuesday,Clear Skies,34.44,37.88,0.44,7.0015,212
Fall,2011,June,16,No,Tuesday,Clear Skies,33.62,39.395,0.56,19.999499999999998,285
Fall,2011,June,17,No,Tuesday,Clear Skies,33.62,38.635000000000005,0.52,15.001299999999999,517
Fall,2011,June,18,No,Tuesday,Clear Skies,32.800000000000004,38.635000000000005,0.59,15.001299999999999,463
Fall,2011,June,19,No,Tuesday,Clear Skies,31.98,37.12,0.59,12.998,306
Fall,2011,June,20,No,Tuesday,Clear Skies,31.16,35.605,0.62,7.0015,250
Fall,2011,June,21,No,Tuesday,Clear Skies,31.16,36.364999999999995,0.66,8.9981,218
Fall,2011,June,22,No,Tuesday,Clear Skies,29.52,34.85,0.74,16.997899999999998,185
Fall,2011,June,23,No,Tuesday,Clear Skies,29.52,34.85,0.74,11.0014,146
Fall,2011,June,0,No,Monday,Clear Skies,28.7,33.335,0.79,8.9981,117
Fall,2011,June,1,No,Monday,Clear Skies,28.7,33.335,0.79,6.0032,77
Fall,2011,June,2,No,Monday,Clear Skies,28.7,33.335,0.79,7.0015,60
Fall,2011,June,3,No,Monday,Clear Skies,27.880000000000003,31.819999999999997,0.83,6.0032,28
Fall,2011,June,4,No,Monday,Clear Skies,27.880000000000003,31.819999999999997,0.79,6.0032,13
Fall,2011,June,5,No,Monday,Clear Skies,27.880000000000003,31.819999999999997,0.74,8.9981,16
Fall,2011,June,6,No,Monday,Clear Skies,28.7,32.574999999999996,0.61,8.9981,40
Fall,2011,June,7,No,Monday,Clear Skies,29.52,33.335,0.58,12.998,68
Fall,2011,June,8,No,Monday,Clear Skies,30.34,34.089999999999996,0.58,12.998,143
Fall,2011,June,9,No,Monday,Clear Skies,30.34,34.089999999999996,0.62,8.9981,230
Fall,2011,June,10,No,Monday,Clear Skies,30.34,34.089999999999996,0.58,11.0014,264
Fall,2011,June,11,No,Monday,Clear Skies,31.16,35.605,0.62,8.9981,325
Fall,2011,June,12,No,Monday,Clear Skies,32.800000000000004,37.88,0.55,15.001299999999999,347
Fall,2011,June,13,No,Monday,Clear Skies,32.800000000000004,37.88,0.55,12.998,387
Fall,2011,June,14,No,Monday,Clear Skies,33.62,38.635000000000005,0.49,7.0015,380
Fall,2011,June,15,No,Monday,Clear Skies,33.62,38.635000000000005,0.49,7.0015,374
Fall,2011,June,16,No,Monday,Precipitation with Clouds,32.800000000000004,36.364999999999995,0.46,12.998,394
Fall,2011,June,17,No,Monday,Precipitation with Clouds,30.34,34.089999999999996,0.58,11.0014,337
Fall,2011,June,18,No,Monday,Precipitation with Clouds,29.52,34.089999999999996,0.62,8.9981,286
Fall,2011,June,19,No,Monday,Clear Skies,28.7,32.574999999999996,0.65,12.998,264
Fall,2011,June,20,No,Monday,Clear Skies,27.880000000000003,31.819999999999997,0.74,16.997899999999998,275
Fall,2011,June,21,No,Monday,Clear Skies,27.060000000000002,31.06,0.74,15.001299999999999,220
Fall,2011,June,22,No,Monday,Clear Skies,27.060000000000002,30.305,0.78,15.001299999999999,190
Fall,2011,June,23,No,Monday,Clear Skies,27.060000000000002,31.06,0.74,7.0015,131
Fall,2011,June,0,No,Monday,Clear Skies,27.060000000000002,30.305,0.78,15.001299999999999,119
Fall,2011,June,1,No,Monday,Clear Skies,26.240000000000002,28.79,0.83,7.0015,93
Fall,2011,June,2,No,Monday,Clear Skies,26.240000000000002,28.79,0.89,16.997899999999998,66
Fall,2011,June,3,No,Monday,Clear Skies,26.240000000000002,28.79,0.89,19.0012,28
Fall,2011,June,4,No,Monday,Clear Skies,25.419999999999998,28.03,0.88,11.0014,14
Fall,2011,June,5,No,Monday,Clear Skies,25.419999999999998,28.03,0.88,15.001299999999999,10
Fall,2011,June,6,No,Monday,Clear Skies,25.419999999999998,28.03,0.88,7.0015,14
Fall,2011,June,7,No,Monday,Clear Skies,26.240000000000002,29.544999999999998,0.78,7.0015,34
Fall,2011,June,8,No,Monday,Clear Skies,28.7,33.335,0.74,0.0,92
Fall,2011,June,9,No,Monday,Clear Skies,29.52,34.089999999999996,0.66,0.0,182
Fall,2011,June,10,No,Monday,Clear Skies,31.16,35.605,0.58,6.0032,311
Fall,2011,June,11,No,Monday,Clear Skies,31.98,36.364999999999995,0.55,7.0015,367
Fall,2011,June,12,No,Monday,Clear Skies,33.62,37.88,0.46,0.0,420
Fall,2011,June,13,No,Monday,Clear Skies,31.98,37.12,0.59,19.0012,373
Fall,2011,June,14,No,Monday,Clear Skies,33.62,39.395,0.56,16.997899999999998,315
Fall,2011,June,15,No,Monday,Clear Skies,32.800000000000004,38.635000000000005,0.59,19.999499999999998,360
Fall,2011,June,16,No,Monday,Severe Weather,27.880000000000003,31.819999999999997,0.83,19.0012,350
Fall,2011,June,17,No,Monday,Severe Weather,27.880000000000003,31.819999999999997,0.83,19.0012,252
Fall,2011,June,18,No,Monday,Clear Skies,28.7,33.335,0.74,11.0014,256
Fall,2011,June,19,No,Monday,Clear Skies,28.7,33.335,0.74,7.0015,223
Fall,2011,June,20,No,Monday,Clear Skies,27.060000000000002,30.305,0.83,11.0014,206
Fall,2011,June,21,No,Monday,Clear Skies,27.060000000000002,30.305,0.83,7.0015,140
Fall,2011,June,22,No,Monday,Clear Skies,26.240000000000002,28.79,0.83,8.9981,128
Fall,2011,June,23,No,Monday,Clear Skies,26.240000000000002,29.544999999999998,0.78,12.998,107
Fall,2011,June,0,No,Tuesday,Clear Skies,26.240000000000002,29.544999999999998,0.78,8.9981,28
Fall,2011,June,1,No,Tuesday,Clear Skies,26.240000000000002,30.305,0.73,15.001299999999999,16
Fall,2011,June,2,No,Tuesday,Clear Skies,25.419999999999998,29.544999999999998,0.73,19.0012,10
Fall,2011,June,3,No,Tuesday,Clear Skies,24.599999999999998,30.305,0.6,32.9975,7
Fall,2011,June,4,No,Tuesday,Clear Skies,22.96,26.515,0.64,19.999499999999998,4
Fall,2011,June,5,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.64,26.0027,29
Fall,2011,June,6,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.64,27.999299999999998,105
Fall,2011,June,7,No,Tuesday,Clear Skies,22.96,26.515,0.56,23.9994,328
Fall,2011,June,8,No,Tuesday,Clear Skies,23.779999999999998,27.275,0.49,30.002599999999997,476
Fall,2011,June,9,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.46,23.9994,224
Fall,2011,June,10,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.41,22.0028,118
Fall,2011,June,11,No,Tuesday,Clear Skies,27.060000000000002,31.06,0.41,19.999499999999998,159
Fall,2011,June,12,No,Tuesday,Clear Skies,27.060000000000002,31.06,0.41,19.0012,196
Fall,2011,June,13,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.37,0.0,227
Fall,2011,June,14,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.34,16.997899999999998,200
Fall,2011,June,15,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.37,30.002599999999997,185
Fall,2011,June,16,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.37,27.999299999999998,326
Fall,2011,June,17,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.39,22.0028,601
Fall,2011,June,18,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.37,23.9994,586
Fall,2011,June,19,No,Tuesday,Clear Skies,27.060000000000002,31.06,0.39,19.0012,423
Fall,2011,June,20,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.44,16.997899999999998,331
Fall,2011,June,21,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.41,16.997899999999998,218
Fall,2011,June,22,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.46,15.001299999999999,134
Fall,2011,June,23,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.46,12.998,89
Fall,2011,June,0,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.49,12.998,31
Fall,2011,June,1,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.49,16.997899999999998,13
Fall,2011,June,2,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.49,19.0012,10
Fall,2011,June,3,No,Tuesday,Clear Skies,23.779999999999998,27.275,0.53,22.0028,2
Fall,2011,June,4,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.6,16.997899999999998,3
Fall,2011,June,5,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.56,22.0028,26
Fall,2011,June,6,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.56,19.999499999999998,113
Fall,2011,June,7,No,Tuesday,Clear Skies,22.96,26.515,0.52,27.999299999999998,365
Fall,2011,June,8,No,Tuesday,Clear Skies,23.779999999999998,27.275,0.49,26.0027,486
Fall,2011,June,9,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.46,12.998,193
Fall,2011,June,10,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.46,15.001299999999999,130
Fall,2011,June,11,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.41,19.0012,143
Fall,2011,June,12,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.41,23.9994,169
Fall,2011,June,13,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.44,15.001299999999999,209
Fall,2011,June,14,No,Tuesday,Precipitation with Clouds,26.240000000000002,31.06,0.47,12.998,159
Fall,2011,June,15,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.47,11.0014,178
Fall,2011,June,16,No,Tuesday,Clear Skies,27.880000000000003,31.819999999999997,0.41,12.998,330
Fall,2011,June,17,No,Tuesday,Severe Weather,26.240000000000002,31.06,0.5,19.0012,569
Fall,2011,June,18,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.51,22.0028,538
Fall,2011,June,19,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.5,23.9994,386
Fall,2011,June,20,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.56,11.0014,297
Fall,2011,June,21,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.56,19.999499999999998,243
Fall,2011,June,22,No,Tuesday,Clear Skies,23.779999999999998,27.275,0.6,15.001299999999999,188
Fall,2011,June,23,No,Tuesday,Clear Skies,22.96,26.515,0.68,15.001299999999999,110
Fall,2011,June,0,No,Tuesday,Clear Skies,22.96,26.515,0.64,23.9994,52
Fall,2011,June,1,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.64,19.0012,14
Fall,2011,June,2,No,Tuesday,Clear Skies,21.32,25.0,0.63,15.001299999999999,9
Fall,2011,June,3,No,Tuesday,Clear Skies,20.5,24.240000000000002,0.68,16.997899999999998,1
Fall,2011,June,4,No,Tuesday,Clear Skies,20.5,24.240000000000002,0.63,19.0012,4
Fall,2011,June,5,No,Tuesday,Clear Skies,19.68,23.485,0.67,19.0012,21
Fall,2011,June,6,No,Tuesday,Clear Skies,20.5,24.240000000000002,0.63,16.997899999999998,121
Fall,2011,June,7,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.6,8.9981,370
Fall,2011,June,8,No,Tuesday,Clear Skies,23.779999999999998,27.275,0.53,8.9981,498
Fall,2011,June,9,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.49,0.0,207
Fall,2011,June,10,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.47,11.0014,135
Fall,2011,June,11,No,Tuesday,Clear Skies,27.880000000000003,31.819999999999997,0.36,0.0,164
Fall,2011,June,12,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.34,15.001299999999999,211
Fall,2011,June,13,No,Tuesday,Clear Skies,30.34,32.574999999999996,0.28,19.0012,189
Fall,2011,June,14,No,Tuesday,Clear Skies,30.34,32.574999999999996,0.28,0.0,178
Fall,2011,June,15,No,Tuesday,Clear Skies,31.16,33.335,0.27,0.0,164
Fall,2011,June,16,No,Tuesday,Clear Skies,31.16,33.335,0.27,8.9981,312
Fall,2011,June,17,No,Tuesday,Clear Skies,30.34,32.574999999999996,0.28,7.0015,638
Fall,2011,June,18,No,Tuesday,Clear Skies,29.52,32.574999999999996,0.32,8.9981,607
Fall,2011,June,19,No,Tuesday,Clear Skies,28.7,31.819999999999997,0.37,19.0012,416
Fall,2011,June,20,No,Tuesday,Clear Skies,27.060000000000002,31.06,0.44,11.0014,330
Fall,2011,June,21,No,Tuesday,Clear Skies,26.240000000000002,31.06,0.47,15.001299999999999,257
Fall,2011,June,22,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.5,7.0015,175
Fall,2011,June,23,No,Tuesday,Clear Skies,25.419999999999998,31.06,0.53,0.0,107
Fall,2011,June,0,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.56,7.0015,47
Fall,2011,June,1,No,Tuesday,Clear Skies,23.779999999999998,27.275,0.6,0.0,17
Fall,2011,June,2,No,Tuesday,Clear Skies,24.599999999999998,31.06,0.56,6.0032,5
Fall,2011,June,3,No,Tuesday,Precipitation with Clouds,22.96,26.515,0.73,6.0032,4
Fall,2011,June,4,No,Tuesday,Precipitation with Clouds,22.96,26.515,0.68,7.0015,6
Fall,2011,June,5,No,Tuesday,Clear Skies,24.599999999999998,30.305,0.64,12.998,25
Fall,2011,June,6,No,Tuesday,Severe Weather,23.779999999999998,27.275,0.73,11.0014,112
Fall,2011,June,7,No,Tuesday,Severe Weather,22.96,26.515,0.78,11.0014,188
Fall,2011,June,8,No,Tuesday,Precipitation with Clouds,24.599999999999998,29.544999999999998,0.69,8.9981,388
Fall,2011,June,9,No,Tuesday,Precipitation with Clouds,25.419999999999998,30.305,0.65,12.998,261
Fall,2011,June,10,No,Tuesday,Precipitation with Clouds,27.060000000000002,31.06,0.61,16.997899999999998,121
Fall,2011,June,11,No,Tuesday,Precipitation with Clouds,27.880000000000003,31.819999999999997,0.61,19.999499999999998,150
Fall,2011,June,12,No,Tuesday,Clear Skies,29.52,33.335,0.54,26.0027,206
Fall,2011,June,13,No,Tuesday,Precipitation with Clouds,29.52,33.335,0.54,16.997899999999998,151
Fall,2011,June,14,No,Tuesday,Precipitation with Clouds,29.52,33.335,0.54,22.0028,153
Fall,2011,June,15,No,Tuesday,Precipitation with Clouds,28.7,32.574999999999996,0.61,19.999499999999998,159
Fall,2011,June,16,No,Tuesday,Severe Weather,27.060000000000002,31.06,0.69,12.998,294
Fall,2011,June,17,No,Tuesday,Precipitation with Clouds,26.240000000000002,29.544999999999998,0.78,7.0015,272
Fall,2011,June,18,No,Tuesday,Clear Skies,26.240000000000002,28.79,0.83,15.001299999999999,325
Fall,2011,June,19,No,Tuesday,Clear Skies,25.419999999999998,28.79,0.83,19.0012,327
Fall,2011,June,20,No,Tuesday,Clear Skies,25.419999999999998,28.79,0.83,22.0028,201
Fall,2011,June,21,No,Tuesday,Severe Weather,25.419999999999998,28.79,0.83,16.997899999999998,188
Fall,2011,June,22,No,Tuesday,Severe Weather,25.419999999999998,28.79,0.83,16.997899999999998,151
Fall,2011,June,23,No,Tuesday,Severe Weather,24.599999999999998,28.03,0.83,16.997899999999998,16
Fall,2011,June,0,No,Tuesday,Clear Skies,22.96,26.515,0.88,6.0032,24
Fall,2011,June,1,No,Tuesday,Clear Skies,22.96,26.515,0.94,8.9981,23
Fall,2011,June,2,No,Tuesday,Clear Skies,22.96,26.515,0.94,7.0015,13
Fall,2011,June,3,No,Tuesday,Clear Skies,22.96,26.515,0.94,7.0015,6
Fall,2011,June,4,No,Tuesday,Clear Skies,22.14,25.759999999999998,0.94,8.9981,6
Fall,2011,June,5,No,Tuesday,Clear Skies,22.14,25.759999999999998,1.0,0.0,13
Fall,2011,June,6,No,Tuesday,Clear Skies,22.96,26.515,0.94,0.0,97
Fall,2011,June,7,No,Tuesday,Clear Skies,24.599999999999998,28.03,0.83,0.0,250
Fall,2011,June,8,No,Tuesday,Precipitation with Clouds,24.599999999999998,28.03,0.83,0.0,454
Fall,2011,June,9,No,Tuesday,Clear Skies,28.7,32.574999999999996,0.58,12.998,224
Fall,2011,June,10,No,Tuesday,Clear Skies,28.7,32.574999999999996,0.58,12.998,170
Fall,2011,June,11,No,Tuesday,Clear Skies,27.880000000000003,31.819999999999997,0.69,16.997899999999998,181
Fall,2011,June,12,No,Tuesday,Clear Skies,28.7,32.574999999999996,0.65,16.997899999999998,243
Fall,2011,June,13,No,Tuesday,Clear Skies,30.34,34.089999999999996,0.62,19.0012,204
Fall,2011,June,14,No,Tuesday,Clear Skies,31.16,34.85,0.52,12.998,215
Fall,2011,June,15,No,Tuesday,Clear Skies,31.98,34.85,0.43,15.001299999999999,243
Fall,2011,June,16,No,Tuesday,Clear Skies,31.16,34.089999999999996,0.45,11.0014,355
Fall,2011,June,17,No,Tuesday,Severe Weather,31.16,34.089999999999996,0.4,12.998,552
Fall,2011,June,18,No,Tuesday,Severe Weather,31.16,34.089999999999996,0.4,12.998,450
Fall,2011,June,19,No,Tuesday,Severe Weather,26.240000000000002,28.79,0.83,16.997899999999998,328
Fall,2011,June,20,No,Tuesday,Clear Skies,26.240000000000002,29.544999999999998,0.78,7.0015,232
Fall,2011,June,21,No,Tuesday,Clear Skies,26.240000000000002,29.544999999999998,0.78,6.0032,208
Fall,2011,June,22,No,Tuesday,Clear Skies,25.419999999999998,28.03,0.88,8.9981,175
Fall,2011,June,23,No,Tuesday,Clear Skies,25.419999999999998,28.79,0.83,8.9981,178
Fall,2011,June,0,No,Monday,Clear Skies,25.419999999999998,28.03,0.88,8.9981,104
Fall,2011,June,1,No,Monday,Clear Skies,25.419999999999998,28.79,0.83,7.0015,95
Fall,2011,June,2,No,Monday,Clear Skies,24.599999999999998,27.275,0.88,0.0,53
Fall,2011,June,3,No,Monday,Clear Skies,24.599999999999998,27.275,0.88,6.0032,20
Fall,2011,June,4,No,Monday,Clear Skies,24.599999999999998,27.275,0.88,6.0032,5
Fall,2011,June,5,No,Monday,Clear Skies,25.419999999999998,28.79,0.83,0.0,7
Fall,2011,June,6,No,Monday,Clear Skies,25.419999999999998,28.79,0.83,7.0015,27
Fall,2011,June,7,No,Monday,Clear Skies,26.240000000000002,29.544999999999998,0.78,8.9981,57
Fall,2011,June,8,No,Monday,Clear Skies,27.060000000000002,30.305,0.78,6.0032,131
Fall,2011,June,9,No,Monday,Clear Skies,28.7,32.574999999999996,0.61,15.001299999999999,218
Fall,2011,June,10,No,Monday,Clear Skies,29.52,34.089999999999996,0.62,12.998,244
Fall,2011,June,11,No,Monday,Clear Skies,29.52,34.089999999999996,0.62,8.9981,404
Fall,2011,June,12,No,Monday,Clear Skies,30.34,34.85,0.66,6.0032,420
Fall,2011,June,13,No,Monday,Clear Skies,31.16,34.85,0.55,0.0,327
Fall,2011,June,14,No,Monday,Precipitation with Clouds,32.800000000000004,36.364999999999995,0.46,19.0012,334
Fall,2011,June,15,No,Monday,Precipitation with Clouds,33.62,37.88,0.46,8.9981,367
Fall,2011,June,16,No,Monday,Precipitation with Clouds,31.16,34.85,0.52,15.001299999999999,468
Fall,2011,June,17,No,Monday,Precipitation with Clouds,31.16,34.089999999999996,0.48,11.0014,449
Fall,2011,June,18,No,Monday,Precipitation with Clouds,30.34,34.089999999999996,0.55,12.998,381
Fall,2011,June,19,No,Monday,Precipitation with Clouds,30.34,33.335,0.51,7.0015,326
Fall,2011,June,20,No,Monday,Precipitation with Clouds,29.52,33.335,0.58,8.9981,188
Fall,2011,June,21,No,Monday,Precipitation with Clouds,29.52,34.089999999999996,0.66,7.0015,183
Fall,2011,June,22,No,Monday,Precipitation with Clouds,29.52,34.089999999999996,0.62,8.9981,161
Fall,2011,June,23,No,Monday,Precipitation with Clouds,29.52,34.089999999999996,0.62,0.0,150
Fall,2011,June,0,No,Monday,Clear Skies,28.7,32.574999999999996,0.65,0.0,89
Fall,2011,June,1,No,Monday,Precipitation with Clouds,28.7,32.574999999999996,0.65,6.0032,76
Fall,2011,June,2,No,Monday,Clear Skies,27.880000000000003,31.819999999999997,0.74,6.0032,72
Fall,2011,June,3,No,Monday,Precipitation with Clouds,27.060000000000002,30.305,0.78,8.9981,30
Fall,2011,June,4,No,Monday,Precipitation with Clouds,27.060000000000002,31.06,0.74,8.9981,17
Fall,2011,June,5,No,Monday,Precipitation with Clouds,27.060000000000002,30.305,0.78,0.0,19
Fall,2011,June,6,No,Monday,Precipitation with Clouds,27.060000000000002,30.305,0.78,11.0014,33
Fall,2011,June,7,No,Monday,Precipitation with Clouds,27.060000000000002,30.305,0.78,11.0014,71
Fall,2011,June,8,No,Monday,Severe Weather,27.880000000000003,31.819999999999997,0.74,7.0015,84
Fall,2011,June,9,No,Monday,Precipitation with Clouds,27.880000000000003,31.819999999999997,0.74,7.0015,169
Fall,2011,June,10,No,Monday,Precipitation with Clouds,28.7,32.574999999999996,0.61,7.0015,244
Fall,2011,June,11,No,Monday,Precipitation with Clouds,29.52,33.335,0.58,6.0032,377
Fall,2011,June,12,No,Monday,Precipitation with Clouds,30.34,34.089999999999996,0.55,6.0032,396
Fall,2011,June,13,No,Monday,Precipitation with Clouds,30.34,33.335,0.51,0.0,363
Fall,2011,June,14,No,Monday,Severe Weather,30.34,34.089999999999996,0.58,7.0015,317
Fall,2011,June,15,No,Monday,Precipitation with Clouds,30.34,34.089999999999996,0.55,7.0015,362
Fall,2011,June,16,No,Monday,Precipitation with Clouds,31.16,34.089999999999996,0.48,0.0,378
Fall,2011,June,17,No,Monday,Clear Skies,30.34,33.335,0.51,0.0,397
Fall,2011,June,18,No,Monday,Precipitation with Clouds,30.34,34.089999999999996,0.58,6.0032,296
Fall,2011,June,19,No,Monday,Clear Skies,29.52,34.089999999999996,0.62,8.9981,311
Fall,2011,June,20,No,Monday,Clear Skies,28.7,32.574999999999996,0.7,12.998,232
Fall,2011,June,21,No,Monday,Clear Skies,27.880000000000003,31.819999999999997,0.79,8.9981,167
Fall,2011,June,22,No,Monday,Clear Skies,27.060000000000002,30.305,0.78,15.001299999999999,152
Fall,2011,June,23,No,Monday,Clear Skies,27.060000000000002,30.305,0.78,12.998,92
Fall,2011,June,0,No,Tuesday,Clear Skies,27.060000000000002,30.305,0.83,11.0014,26
