mal_id,mal_id_recomm,votes
966,30276,1
966,8795,1
966,1887,1
966,6116,1
966,379,1
966,1261,1
966,6574,1
966,227,1
966,6629,1
966,3006,1
966,415,1
341,1535,10
341,235,9
341,8425,4
341,407,4
341,9981,3
341,10620,2
341,149,2
341,12189,2
341,209,2
341,15651,2
341,2985,2
341,31043,1
341,28497,1
341,10798,1
341,10568,1
341,14075,1
341,120,1
341,20787,1
341,455,1
341,21603,1
341,13601,1
341,8915,1
341,3342,1
341,3389,1
341,1,1
341,3002,1
341,335,1
341,12753,1
341,3656,1
341,156,1
341,2966,1
341,5342,1
341,5630,1
341,7662,1
274,109,2
274,424,2
274,98,1
274,2030,1
274,5507,1
274,1915,1
274,272,1
274,11227,1
274,3349,1
274,1184,1
274,71,1
274,184,1
274,68,1
274,236,1
274,568,1
274,688,1
194,16524,2
194,284,1
194,1163,1
194,146,1
194,1080,1
194,165,1
194,1602,1
277,27775,1
277,5958,1
277,554,1
277,146,1
2235,3167,9
2235,227,2
2235,770,2
2235,7465,2
2235,14353,1
2235,601,1
2235,1004,1
2235,5158,1
17,170,8
17,183,7
17,7661,3
17,1327,2
17,21185,1
17,627,1
17,36934,1
17,263,1
17,11771,1
17,21,1
17,49052,1
17,11697,1
17,16894,1
17,558,1
17,2116,1
17,12431,1
17,1614,1
17,22,1
17,245,1
1685,9539,3
1685,550,2
1685,481,2
1685,32785,1
1685,860,1
1685,288,1
1685,1050,1
2488,199,1
976,477,2
976,35241,1
976,3167,1
976,34798,1
976,2942,1
976,512,1
976,1554,1
976,486,1
958,267,3
958,13601,2
958,1,2
958,43,1
958,237,1
958,1456,1
958,182,1
958,20787,1
958,2025,1
958,2251,1
958,486,1
958,889,1
958,467,1
958,6213,1
958,152,1
958,9941,1
958,5074,1
2004,4081,6
2004,3946,2
2004,966,2
2004,918,1
2004,861,1
2004,457,1
2004,4981,1
21,6702,85
21,11061,59
21,20,46
21,918,24
21,223,20
21,10033,17
21,813,16
21,34572,16
21,1735,15
21,136,12
21,31964,12
21,269,12
21,3588,11
21,479,9
21,14513,8
21,1604,6
21,2001,6
21,5114,5
21,23755,5
21,527,4
21,42192,4
21,37202,4
21,31741,4
21,11617,3
21,20583,3
21,14719,3
21,15051,3
21,16498,2
21,249,2
21,18115,2
21,263,2
21,8624,2
21,13125,2
21,205,2
21,22043,2
21,20899,2
21,30276,2
21,34599,2
21,37521,2
21,1535,2
21,28171,2
21,28249,2
21,40221,2
21,25013,2
21,2330,2
21,22199,2
21,9513,2
21,6114,2
21,250,2
21,889,2
21,392,2
21,569,1
21,1418,1
21,6594,1
21,27899,1
21,38691,1
21,37105,1
21,40906,1
21,95,1
21,50608,1
21,34034,1
21,40834,1
21,31629,1
21,1050,1
21,2618,1
21,28,1
21,1,1
21,32182,1
21,530,1
21,121,1
21,26055,1
21,41467,1
21,28977,1
21,22097,1
21,42544,1
21,37991,1
21,2034,1
21,457,1
21,39388,1
21,1279,1
21,1559,1
21,18679,1
21,41353,1
21,235,1
21,36838,1
21,11757,1
21,45,1
21,41433,1
21,34542,1
21,2748,1
21,10721,1
21,10620,1
21,2836,1
21,170,1
21,17,1
21,14527,1
21,1000,1
21,4654,1
21,39355,1
21,278,1
21,5060,1
21,1200,1
21,12031,1
21,6,1
21,8917,1
21,738,1
21,1425,1
21,1412,1
21,12883,1
21,9863,1
21,7592,1
21,246,1
21,9919,1
21,154,1
21,28297,1
21,15,1
21,28121,1
21,2890,1
21,30694,1
21,400,1
21,10015,1
21,32930,1
21,129,1
21,39198,1
21,31933,1
21,202,1
21,4415,1
21,6033,1
21,11759,1
21,19505,1
21,516,1
21,6941,1
21,38408,1
21,19291,1
21,11241,1
21,36456,1
235,1535,18
235,31043,15
235,2076,13
235,407,11
235,8425,10
235,341,9
235,12189,7
235,244,5
235,2985,4
235,31630,3
235,10568,3
235,40911,3
235,4896,3
235,16592,2
235,13601,2
235,10798,2
235,30187,2
235,22817,2
235,7662,2
235,28619,2
235,30015,2
235,7768,2
235,2204,2
235,228,2
235,335,2
235,4756,2
235,3002,1
235,30895,1
235,19,1
235,31478,1
235,1554,1
235,31227,1
235,27947,1
235,39539,1
235,52034,1
235,21,1
235,4898,1
235,37023,1
235,3673,1
235,1470,1
235,4039,1
235,1844,1
235,2077,1
235,61,1
235,3614,1
235,8100,1
235,347,1
235,2704,1
235,9981,1
235,1589,1
235,5678,1
235,31221,1
235,820,1
235,22535,1
235,2781,1
235,28621,1
202,790,11
202,1,6
202,2025,6
202,26,4
202,4981,4
202,915,4
202,7,3
202,41025,3
202,440,3
202,156,3
202,10161,3
202,953,3
202,13125,2
202,165,2
202,30,2
202,39518,2
202,589,2
202,2158,2
202,1827,1
202,6573,1
202,33,1
202,1601,1
202,39195,1
202,977,1
202,6,1
202,10721,1
202,36144,1
202,13601,1
202,17909,1
202,153,1
202,12355,1
202,721,1
202,237,1
202,6114,1
202,35838,1
202,25183,1
202,1699,1
202,27,1
202,4752,1
202,1030,1
202,9065,1
202,2966,1
202,5178,1
202,97,1
202,21,1
202,5037,1
202,934,1
202,1822,1
202,1818,1
202,23283,1
202,121,1
202,12677,1
202,164,1
202,486,1
202,7724,1
202,19,1
202,8449,1
138,11757,9
138,481,2
138,232,1
138,13185,1
138,8,1
138,1469,1
966,1281,3
966,5830,2
966,1060,2
966,12979,2
966,2004,2
966,951,2
966,2075,1
966,3545,1
966,31174,1
966,8687,1
966,66,1
966,210,1
966,35222,1
966,30276,1
966,8795,1
966,1887,1
966,6116,1
966,379,1
966,1261,1
966,6574,1
966,227,1
966,6629,1
966,3006,1
966,415,1
298,11757,2
298,31859,1
298,34866,1
298,17265,1
298,5681,1
298,19009,1
298,11759,1
298,860,1
298,2049,1
298,482,1
12069,19973,1
12069,2922,1
1668,2789,2
1668,2620,1
1668,3576,1
1668,2619,1
1668,2281,1
1668,2156,1
1668,3972,1
1668,4052,1
1668,21639,1
1668,34866,1
1668,13201,1
1668,5725,1
1668,5337,1
1668,1565,1
1668,1564,1
1668,482,1
1668,527,1
1668,481,1
1668,5962,1
1668,3012,1
1668,552,1
1668,859,1
1668,1313,1
1668,1138,1
1668,1132,1
1668,874,1
1668,1469,1
1946,721,4
1946,2800,3
1946,3877,1
1946,283,1
1946,1974,1
1946,2799,1
1946,232,1
1946,3673,1
1946,122,1
1946,530,1
1946,2828,1
1946,2829,1
1946,2542,1
1946,99,1
1946,477,1
1946,142,1
1946,476,1
1946,345,1
1946,1695,1
1946,1251,1
1946,427,1
2363,2001,1
2363,20159,1
273,387,2
273,228,2
273,477,2
273,5678,1
273,31376,1
273,37497,1
273,49066,1
273,12119,1
273,489,1
273,2369,1
273,512,1
1205,5365,9
1205,1204,4
1205,486,4
1205,6094,2
1205,457,2
1205,885,2
1205,601,2
1205,3326,1
1205,6172,1
1205,33352,1
1205,3701,1
1205,32461,1
1205,975,1
1205,431,1
1205,1979,1
1205,1072,1
1205,199,1
1205,4475,1
1205,4461,1
624,61,2
624,25517,1
624,133,1
624,24909,1
624,107,1
624,4851,1
624,1411,1
13405,16608,4
13405,3287,3
13405,33274,2
13405,8689,2
13405,6953,2
13405,601,2
13405,22179,2
13405,227,1
13405,23057,1
13405,28843,1
13405,31586,1
13405,24259,1
13405,32,1
13405,33281,1
13405,44390,1
13405,413,1
13405,5569,1
13405,16436,1
1174,584,1
1174,812,1
1174,1202,1
1174,713,1
1174,1140,1
1174,1689,1
266,11021,3
266,71,2
266,1542,1
266,23325,1
266,30,1
266,35849,1
266,75,1
266,3572,1
266,390,1
266,2521,1
266,30806,1
266,387,1
266,2516,1
421,1942,2
421,1694,2
421,113,1
421,1233,1
421,180,1
421,3667,1
421,294,1
421,2604,1
27939,33734,2
27939,14617,2
27939,29291,1
27939,11483,1
1097,40403,2
1097,4038,1
21,6702,85
21,11061,59
21,20,46
21,918,24
21,223,20
21,10033,17
21,813,16
21,34572,16
21,1735,15
21,136,12
21,31964,12
21,269,12
21,3588,11
21,479,9
21,14513,8
21,1604,6
21,2001,6
21,5114,5
21,23755,5
21,527,4
21,42192,4
21,37202,4
21,31741,4
21,11617,3
21,20583,3
21,14719,3
21,15051,3
21,16498,2
21,249,2
21,18115,2
21,263,2
21,8624,2
21,13125,2
21,205,2
21,22043,2
21,20899,2
21,30276,2
21,34599,2
21,37521,2
21,1535,2
21,28171,2
21,28249,2
21,40221,2
21,25013,2
21,2330,2
21,22199,2
21,9513,2
21,6114,2
21,250,2
21,889,2
21,392,2
21,569,1
21,1418,1
21,6594,1
21,27899,1
21,38691,1
21,37105,1
21,40906,1
21,95,1
21,50608,1
21,34034,1
21,40834,1
21,31629,1
21,1050,1
21,2618,1
21,28,1
21,1,1
21,32182,1
21,530,1
21,121,1
21,26055,1
21,41467,1
21,28977,1
21,22097,1
21,42544,1
21,37991,1
21,2034,1
21,457,1
21,39388,1
21,1279,1
21,1559,1
21,18679,1
21,41353,1
21,235,1
21,36838,1
21,11757,1
21,45,1
21,41433,1
21,34542,1
21,2748,1
21,10721,1
21,10620,1
21,2836,1
21,170,1
21,17,1
21,14527,1
21,1000,1
21,4654,1
21,39355,1
21,278,1
21,5060,1
21,1200,1
21,12031,1
21,6,1
21,8917,1
21,738,1
21,1425,1
21,1412,1
21,12883,1
21,9863,1
21,7592,1
21,246,1
21,9919,1
21,154,1
21,28297,1
21,15,1
21,28121,1
21,2890,1
21,30694,1
21,400,1
21,10015,1
21,32930,1
21,129,1
21,39198,1
21,31933,1
21,202,1
21,4415,1
21,6033,1
21,11759,1
21,19505,1
21,516,1
21,6941,1
21,38408,1
21,19291,1
21,11241,1
21,36456,1
235,1535,18
235,31043,15
235,2076,13
235,407,11
235,8425,10
235,341,9
235,12189,7
235,244,5
235,2985,4
235,31630,3
235,10568,3
235,40911,3
235,4896,3
235,16592,2
235,13601,2
235,10798,2
235,30187,2
235,22817,2
235,7662,2
235,28619,2
235,30015,2
235,7768,2
235,2204,2
235,228,2
235,335,2
235,4756,2
235,3002,1
235,30895,1
235,19,1
235,31478,1
235,1554,1
235,31227,1
235,27947,1
235,39539,1
235,52034,1
235,21,1
235,4898,1
235,37023,1
235,3673,1
235,1470,1
235,4039,1
235,1844,1
235,2077,1
235,61,1
235,3614,1
235,8100,1
235,347,1
235,2704,1
235,9981,1
235,1589,1
235,5678,1
235,31221,1
235,820,1
235,22535,1
235,2781,1
235,28621,1
486,457,64
486,35838,18
486,387,16
486,40571,16
486,3420,12
486,3701,10
486,2966,7
486,107,7
486,33352,6
486,52991,6
486,790,6
486,339,5
486,4981,5
486,1491,5
486,975,4
486,1205,4
486,721,3
486,944,3
486,4081,3
486,10357,3
486,33337,3
486,268,3
486,16009,3
486,3549,3
486,6802,3
486,26,2
486,1827,2
486,53356,2
486,41025,2
486,1028,2
486,134,2
486,40685,2
486,1299,2
486,4087,2
486,177,2
486,160,2
486,369,2
486,1483,1
486,1371,1
486,32461,1
486,2246,1
486,5365,1
486,34798,1
486,3363,1
486,3613,1
486,6444,1
486,2030,1
486,1441,1
486,297,1
486,1,1
486,25013,1
486,36124,1
486,2150,1
486,199,1
486,53393,1
486,53590,1
486,19,1
486,789,1
486,28223,1
486,13601,1
486,1520,1
486,2593,1
486,1704,1
486,958,1
486,6594,1
486,1793,1
486,861,1
486,6,1
486,7230,1
486,606,1
486,153,1
486,1210,1
486,5538,1
486,2151,1
486,159,1
486,164,1
486,976,1
486,202,1
486,477,1
486,5420,1
486,965,1
486,610,1
486,2924,1
486,13125,1
486,9756,1
486,962,1
486,10500,1
486,39468,1
486,6094,1
486,3298,1
486,3631,1
26,790,23
26,339,18
26,2216,7
26,4981,7
26,267,6
26,202,4
26,13125,4
26,13601,4
26,385,4
26,43,4
26,467,4
26,885,3
26,33,3
26,369,3
26,10357,2
26,486,2
26,7724,2
26,30,2
26,19,2
26,1016,2
26,42310,2
26,12477,2
26,5039,2
26,121,1
26,32086,1
26,2921,1
26,25183,1
26,2154,1
26,9253,1
26,3089,1
26,1535,1
26,1,1
26,1491,1
26,2775,1
26,42249,1
26,37451,1
26,7193,1
26,34542,1
26,6560,1
26,35120,1
26,53356,1
26,770,1
26,160,1
26,4901,1
26,5081,1
26,529,1
26,5114,1
26,8449,1
26,4744,1
26,1818,1
26,2261,1
26,2596,1
26,889,1
26,5178,1
26,47,1
26,36563,1
26,39539,1
26,41457,1
26,7785,1
26,6746,1
26,168,1
26,22535,1
26,570,1
26,8100,1
26,1690,1
26,34167,1
26,1055,1
61,142,13
61,7592,6
61,25517,5
61,335,2
61,550,2
61,4898,2
61,8310,2
61,15613,2
61,232,2
61,481,2
61,6547,2
61,51,2
61,624,2
61,177,2
61,1532,2
61,721,2
61,45,1
61,100,1
61,235,1
61,269,1
61,68,1
61,60,1
61,811,1
61,10049,1
61,13833,1
61,182,1
61,24909,1
61,390,1
61,16,1
61,476,1
61,1482,1
61,469,1
61,1324,1
61,1567,1
61,104,1
61,20,1
61,3298,1
61,419,1
61,1606,1
61,161,1
61,8915,1
61,3457,1
61,251,1
61,327,1
97,237,9
97,513,6
97,9314,5
97,19117,4
97,4177,4
97,3089,3
97,431,3
97,3549,3
97,1051,3
97,6444,2
97,1212,2
97,95,2
97,1575,2
97,5220,2
97,565,2
97,167,1
97,12677,1
97,5781,1
97,40256,1
97,16524,1
97,8917,1
97,290,1
97,22729,1
97,20853,1
97,39518,1
97,90,1
97,1081,1
97,455,1
97,28623,1
97,5507,1
97,5675,1
97,879,1
97,790,1
97,1251,1
97,973,1
97,42544,1
97,239,1
97,166,1
97,202,1
97,757,1
97,2158,1
97,34599,1
97,1490,1
97,9000,1
97,1,1
97,2002,1
97,34712,1
250,9513,6
250,479,4
250,64,3
250,10620,3
250,4063,2
250,154,2
250,21,2
250,36296,1
250,34572,1
250,1707,1
250,22297,1
250,5114,1
250,552,1
250,10087,1
250,1604,1
250,15883,1
250,738,1
250,1575,1
250,3588,1
250,296,1
250,1568,1
250,392,1
250,6702,1
250,17247,1
167,20853,5
167,25013,5
167,1827,4
167,121,3
167,2030,3
167,856,3
167,944,2
167,4884,2
167,28249,2
167,6802,2
167,5114,2
167,4415,2
167,1696,1
167,5041,1
167,205,1
167,104,1
167,97,1
167,2032,1
167,42544,1
167,30,1
167,25731,1
167,37393,1
167,153,1
167,11241,1
167,554,1
167,1889,1
167,156,1
167,1731,1
167,182,1
167,2409,1
167,417,1
167,297,1
167,1189,1
167,2001,1
167,27,1
167,2782,1
167,8086,1
167,9314,1
167,55,1
167,101,1
167,5530,1
167,19117,1
427,122,8
427,1974,8
427,4722,7
427,721,6
427,135,4
427,476,4
427,33489,4
427,477,2
427,344,2
427,74,1
427,20583,1
427,857,1
427,35507,1
427,35503,1
427,28391,1
427,2923,1
427,1946,1
427,230,1
427,957,1
427,10278,1
427,34636,1
427,10800,1
427,506,1
427,2224,1
427,1224,1
427,52,1
427,1186,1
427,1516,1
427,263,1
427,3572,1
427,3568,1
427,10257,1
427,232,1
427,23587,1
427,2402,1
966,1281,3
966,5830,2
966,1060,2
966,12979,2
966,2004,2
966,951,2
966,2075,1
966,3545,1
966,31174,1
966,8687,1
966,66,1
966,210,1
966,35222,1
966,30276,1
966,8795,1
966,1887,1
966,6116,1
966,379,1
966,1261,1
966,6574,1
966,227,1
966,6629,1
966,3006,1
966,415,1
1303,6867,3
1303,4094,3
1303,49357,3
1303,28149,2
1303,339,2
1303,36308,2
1303,6675,2
1303,1462,2
1303,43,2
1303,1935,1
1303,3561,1
1303,11375,1
1303,13391,1
1303,19685,1
1303,2182,1
1303,1682,1
1303,1943,1
1303,3508,1
1303,6189,1
1303,2154,1
1303,9756,1
1303,389,1
1303,2164,1
1303,22135,1
1303,790,1
1303,46095,1
521,687,10
521,530,9
521,122,6
521,6129,4
521,142,3
521,721,3
521,2923,3
521,44191,2
521,15061,2
521,8206,2
521,14751,1
521,5680,1
521,10278,1
521,476,1
521,10257,1
521,1221,1
521,9756,1
521,2034,1
521,1642,1
521,3692,1
521,1509,1
521,350,1
521,9893,1
521,232,1
521,8217,1
521,1808,1
521,11433,1
521,3076,1
521,11751,1
521,1533,1
1816,2390,4
1816,527,3
1816,552,2
1816,5962,2
1816,42307,1
1816,6702,1
1816,28351,1
1816,820,1
1816,516,1
1816,12963,1
1816,24909,1
1816,813,1
1816,18679,1
1816,33392,1
1816,23787,1
1816,1565,1
1816,2907,1
1816,1045,1
1816,2885,1
1816,16157,1
1816,1138,1
1816,14513,1
1816,2757,1
1816,33205,1
1366,2204,1
596,1078,2
596,6148,1
596,330,1
618,67,4
618,1292,3
618,1658,1
618,43697,1
618,3600,1
618,1822,1
618,1703,1
618,1827,1
618,2418,1
618,5039,1
230,1559,3
230,857,2
230,9513,2
230,968,1
230,14719,1
230,1292,1
230,913,1
230,263,1
230,174,1
230,238,1
230,2026,1
230,551,1
230,427,1
230,168,1
335,173,4
335,2985,4
335,4898,3
335,2369,2
335,12189,2
335,61,2
335,20507,2
335,235,2
335,860,2
335,1571,2
335,11703,1
335,37487,1
335,8425,1
335,15809,1
335,1844,1
335,2965,1
335,489,1
335,50,1
335,341,1
335,621,1
335,1808,1
335,347,1
335,1559,1
335,142,1
407,235,11
407,341,4
407,1571,4
407,12189,3
407,2076,2
407,10568,1
407,7768,1
407,31221,1
407,33377,1
407,136,1
407,1889,1
407,2204,1
407,2077,1
407,1363,1
407,1844,1
407,2156,1
407,8425,1
2432,29261,1
2432,2194,1
2432,14129,1
2432,13057,1
2432,7458,1
2432,1896,1
2432,368,1
178,232,4
178,1642,3
178,1509,2
178,6045,1
178,6586,1
178,32899,1
178,145,1
178,4069,1
178,3641,1
178,688,1
178,36470,1
178,840,1
178,721,1
178,8503,1
178,74,1
178,2037,1
178,76,1
178,14349,1
178,1570,1
178,1688,1
178,603,1
178,1195,1
178,2923,1
178,327,1
178,740,1
178,120,1
178,349,1
178,687,1
178,2834,1
178,9441,1
178,122,1
178,1516,1
788,15391,2
788,268,2
788,357,2
788,4719,2
788,3287,1
788,34403,1
788,41226,1
788,32698,1
788,1285,1
788,4714,1
788,6633,1
788,9506,1
788,321,1
788,2524,1
21,6702,85
21,11061,59
21,20,46
21,918,24
21,223,20
21,10033,17
21,813,16
21,34572,16
21,1735,15
21,136,12
21,31964,12
21,269,12
21,3588,11
21,479,9
21,14513,8
21,1604,6
21,2001,6
21,5114,5
21,23755,5
21,527,4
21,42192,4
21,37202,4
21,31741,4
21,11617,3
21,20583,3
21,14719,3
21,15051,3
21,16498,2
21,249,2
21,18115,2
21,263,2
21,8624,2
21,13125,2
21,205,2
21,22043,2
21,20899,2
21,30276,2
21,34599,2
21,37521,2
21,1535,2
21,28171,2
21,28249,2
21,40221,2
21,25013,2
21,2330,2
21,22199,2
21,9513,2
21,6114,2
21,250,2
21,889,2
21,392,2
21,569,1
21,1418,1
21,6594,1
21,27899,1
21,38691,1
21,37105,1
21,40906,1
21,95,1
21,50608,1
21,34034,1
21,40834,1
21,31629,1
21,1050,1
21,2618,1
21,28,1
21,1,1
21,32182,1
21,530,1
21,121,1
21,26055,1
21,41467,1
21,28977,1
21,22097,1
21,42544,1
21,37991,1
21,2034,1
21,457,1
21,39388,1
21,1279,1
21,1559,1
21,18679,1
21,41353,1
21,235,1
21,36838,1
21,11757,1
21,45,1
21,41433,1
21,34542,1
21,2748,1
21,10721,1
21,10620,1
21,2836,1
21,170,1
21,17,1
21,14527,1
21,1000,1
21,4654,1
21,39355,1
21,278,1
21,5060,1
21,1200,1
21,12031,1
21,6,1
21,8917,1
21,738,1
21,1425,1
21,1412,1
21,12883,1
21,9863,1
21,7592,1
21,246,1
21,9919,1
21,154,1
21,28297,1
21,15,1
21,28121,1
21,2890,1
21,30694,1
21,400,1
21,10015,1
21,32930,1
21,129,1
21,39198,1
21,31933,1
21,202,1
21,4415,1
21,6033,1
21,11759,1
21,19505,1
21,516,1
21,6941,1
21,38408,1
21,19291,1
21,11241,1
21,36456,1
235,1535,18
235,31043,15
235,2076,13
235,407,11
235,8425,10
235,341,9
235,12189,7
235,244,5
235,2985,4
235,31630,3
235,10568,3
235,40911,3
235,4896,3
235,16592,2
235,13601,2
235,10798,2
235,30187,2
235,22817,2
235,7662,2
235,28619,2
235,30015,2
235,7768,2
235,2204,2
235,228,2
235,335,2
235,4756,2
235,3002,1
235,30895,1
235,19,1
235,31478,1
235,1554,1
235,31227,1
235,27947,1
235,39539,1
235,52034,1
235,21,1
235,4898,1
235,37023,1
235,3673,1
235,1470,1
235,4039,1
235,1844,1
235,2077,1
235,61,1
235,3614,1
235,8100,1
235,347,1
235,2704,1
235,9981,1
235,1589,1
235,5678,1
235,31221,1
235,820,1
235,22535,1
235,2781,1
235,28621,1
72,24,8
72,849,7
72,22147,4
72,2104,4
72,1281,3
72,66,3
72,918,2
72,1559,2
72,1691,2
72,3616,2
72,15809,1
72,59,1
72,11843,1
72,846,1
72,253,1
72,10491,1
72,6547,1
72,20709,1
72,30831,1
72,245,1
72,23289,1
72,37105,1
72,38659,1
72,7054,1
72,6802,1
72,16,1
72,114,1
72,33255,1
72,31754,1
72,330,1
72,2322,1
72,218,1
72,10110,1
72,11079,1
72,516,1
72,2026,1
72,1738,1
72,853,1
72,4999,1
72,24075,1
72,5118,1
72,2034,1
72,2986,1
72,6512,1
72,26085,1
72,9863,1
72,189,1
72,1887,1
72,6201,1
72,281,1
257,174,16
257,9367,7
257,4719,6
257,4063,6
257,4262,4
257,8277,3
257,15119,2
257,10465,1
257,10396,1
257,1496,1
257,321,1
257,14467,1
257,2163,1
257,384,1
257,54259,1
257,19855,1
257,11617,1
257,1098,1
257,12293,1
257,3092,1
257,9936,1
257,5355,1
257,478,1
257,5020,1
257,2083,1
257,8287,1
257,857,1
257,6205,1
257,1559,1
257,1860,1
257,913,1
257,686,1
257,4214,1
257,8057,1
133,7817,4
133,189,3
133,268,3
133,7593,1
133,591,1
133,10397,1
133,940,1
133,248,1
133,195,1
133,34934,1
133,668,1
133,197,1
133,11617,1
133,563,1
133,23079,1
133,40010,1
133,624,1
133,3503,1
133,4063,1
133,1195,1
133,79,1
133,2494,1
133,1465,1
133,1581,1
133,1087,1
133,914,1
133,403,1
133,3616,1
133,30240,1
133,241,1
133,34403,1
133,5042,1
133,3455,1
133,105,1
133,24,1
133,841,1
265,2922,1
1121,2201,1
1121,874,1
196,195,3
196,11433,3
196,7593,3
196,634,2
196,13367,2
196,346,2
196,37982,1
196,819,1
196,8861,1
196,2926,1
196,53,1
196,836,1
196,334,1
196,125,1
966,1281,3
966,5830,2
966,1060,2
966,12979,2
966,2004,2
966,951,2
966,2075,1
966,3545,1
966,31174,1
966,8687,1
966,66,1
966,210,1
966,35222,1
966,30276,1
966,8795,1
966,1887,1
966,6116,1
966,379,1
966,1261,1
966,6574,1
966,227,1
966,6629,1
966,3006,1
966,415,1
62,79,11
62,1581,7
62,694,6
62,4744,6
62,2167,4
62,1530,3
62,13367,2
62,8861,2
62,8769,1
62,10080,1
62,10079,1
62,8676,1
62,11235,1
62,346,1
62,9587,1
62,2924,1
62,13655,1
62,8525,1
62,1543,1
62,634,1
62,1570,1
62,1555,1
62,1965,1
62,819,1
62,667,1
62,2476,1
62,101,1
62,471,1
62,7593,1
62,4181,1
838,1177,6
838,1690,4
838,9756,4
838,2476,4
838,369,3
838,934,3
838,30,3
838,413,2
838,10372,2
838,1450,2
838,37451,2
838,226,2
838,3087,2
838,874,1
838,3342,1
838,11061,1
838,2981,1
838,10490,1
838,21325,1
838,160,1
838,3166,1
838,11285,1
838,13125,1
838,227,1
838,98,1
838,34599,1
838,7079,1
548,47,3
548,317,2
548,522,1
548,43,1
548,937,1
548,13391,1
548,28211,1
548,3089,1
548,2746,1
548,54,1
548,790,1
548,467,1
548,433,1
548,2969,1
548,953,1
548,770,1
548,468,1
610,4063,1
610,486,1
610,497,1
610,9253,1
610,3342,1
610,615,1
610,109,1
610,509,1
261,18897,1
1357,1342,1
1357,3509,1
1357,7724,1
1357,1760,1
1357,121,1
1357,1081,1
1357,1647,1
294,38853,1
294,54199,1
294,11751,1
294,1136,1
294,184,1
294,909,1
294,421,1
1209,2112,2
1209,18179,1
1209,9646,1
2433,2357,2
2433,13217,1
2433,2955,1
2433,2539,1
2433,2163,1
2988,4556,1
2988,3992,1
2988,3479,1
2988,2189,1
2406,951,1
2406,6149,1
2406,6625,1
301,1009,1
301,13203,1
301,1425,1
301,3614,1
301,3974,1
21,6702,85
21,11061,59
21,20,46
21,918,24
21,223,20
21,10033,17
21,813,16
21,34572,16
21,1735,15
21,136,12
21,31964,12
21,269,12
21,3588,11
21,479,9
21,14513,8
21,1604,6
21,2001,6
21,5114,5
21,23755,5
21,527,4
21,42192,4
21,37202,4
21,31741,4
21,11617,3
21,20583,3
21,14719,3
21,15051,3
21,16498,2
21,249,2
21,18115,2
21,263,2
21,8624,2
21,13125,2
21,205,2
21,22043,2
21,20899,2
21,30276,2
21,34599,2
21,37521,2
21,1535,2
21,28171,2
21,28249,2
21,40221,2
21,25013,2
21,2330,2
21,22199,2
21,9513,2
21,6114,2
21,250,2
21,889,2
21,392,2
21,569,1
21,1418,1
21,6594,1
21,27899,1
21,38691,1
21,37105,1
21,40906,1
21,95,1
21,50608,1
21,34034,1
21,40834,1
21,31629,1
21,1050,1
21,2618,1
21,28,1
21,1,1
21,32182,1
21,530,1
21,121,1
21,26055,1
21,41467,1
21,28977,1
21,22097,1
21,42544,1
21,37991,1
21,2034,1
21,457,1
21,39388,1
21,1279,1
21,1559,1
21,18679,1
21,41353,1
21,235,1
21,36838,1
21,11757,1
21,45,1
21,41433,1
21,34542,1
21,2748,1
21,10721,1
21,10620,1
21,2836,1
21,170,1
21,17,1
21,14527,1
21,1000,1
21,4654,1
21,39355,1
21,278,1
21,5060,1
21,1200,1
21,12031,1
21,6,1
21,8917,1
21,738,1
21,1425,1
21,1412,1
21,12883,1
21,9863,1
21,7592,1
21,246,1
21,9919,1
21,154,1
21,28297,1
21,15,1
21,28121,1
21,2890,1
21,30694,1
21,400,1
21,10015,1
21,32930,1
21,129,1
21,39198,1
21,31933,1
21,202,1
21,4415,1
21,6033,1
21,11759,1
21,19505,1
21,516,1
21,6941,1
21,38408,1
21,19291,1
21,11241,1
21,36456,1
121,1482,30
121,1536,17
121,2251,12
121,3588,12
121,60,9
121,30,7
121,9919,7
121,1575,6
121,20,4
121,16498,4
121,6444,4
121,19,3
121,237,3
121,6702,3
121,38691,3
121,4898,3
121,249,3
121,5525,3
121,1538,3
121,150,3
121,845,3
121,167,3
121,2025,3
121,1735,2
121,37520,2
121,861,2
121,813,2
121,5530,2
121,6547,2
121,5507,2
121,1535,2
121,8986,2
121,1520,2
121,4177,2
121,2164,2
121,3086,2
121,4654,2
121,28249,2
121,534,2
121,38000,2
121,1,1
121,11061,1
121,8425,1
121,37447,1
121,5079,1
121,1357,1
121,202,1
121,820,1
121,8086,1
121,14075,1
121,356,1
121,2966,1
121,6746,1
121,877,1
121,21,1
121,35848,1
121,9253,1
121,26,1
121,14719,1
121,10087,1
121,38671,1
121,31904,1
121,10721,1
121,22043,1
121,13125,1
121,14513,1
121,20853,1
121,45,1
121,27,1
121,22,1
121,1250,1
121,565,1
121,1498,1
121,457,1
121,177,1
121,944,1
121,6500,1
121,1606,1
121,55,1
121,535,1
121,107,1
121,2772,1
121,2834,1
121,483,1
121,400,1
121,8915,1
121,479,1
121,32182,1
121,223,1
121,33352,1
121,16918,1
121,209,1
121,6956,1
121,15613,1
121,3613,1
121,168,1
121,4415,1
121,3974,1
121,2001,1
121,136,1
121,11703,1
121,2924,1
121,16035,1
121,48580,1
235,1535,18
235,31043,15
235,2076,13
235,407,11
235,8425,10
235,341,9
235,12189,7
235,244,5
235,2985,4
235,31630,3
235,10568,3
235,40911,3
235,4896,3
235,16592,2
